_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,loaded,factor,pole
v000416,0.264896185,-0.116216148,0.4656795663,0.1364853643,-0.21880798,0.0035980944,0.2519636578,-0.238672943,1,fac3,1
v000417,0.3268563923,0.1091284438,0.2699022098,0.2658912902,0.2574083241,0.022513617,-0.332476604,-0.306101907,1,fac7,-1
v000418,0.0354309381,-0.193962407,0.2777595654,-0.065604859,-0.03439607,0.016835179,0.4380144426,-0.041514168,1,fac7,1
v000419,0.1359670295,-0.02299277,0.2021079097,-0.000734842,-0.070538387,0.0149443985,0.0904280777,0.0241397946,0,,
v000420,-0.278330897,-0.154358527,0.079219101,0.3111256042,0.0162659859,0.1614480386,0.175934665,0.0234906644,1,fac4,1
v000422,0.0319691091,0.1503454544,-0.148133127,-0.016797662,0.1164490941,0.5302658019,0.0642986442,-0.120507292,1,fac6,1
v000423,0.0404568019,0.8334816664,-0.342440223,0.016415224,-0.255297764,-0.334371972,0.3072420426,0.0668305206,1,fac2,1
v000424,0.076914947,-0.04840919,-0.267577507,0.1729457212,0.2942375162,0.1207515742,-0.118608469,0.2830208316,0,,
v000425,-0.204259669,0.0977910322,0.3409243324,0.1007096273,0.2069353072,-0.051377825,0.2587955318,0.2102722244,1,fac3,1
v000426,0.3295981759,-0.221421951,-0.167564973,0.4274612239,0.6015286354,0.2224151178,-0.167795193,-0.182449438,1,fac5,1
v000427,0.0672800703,-0.083194115,0.1137876997,-0.063165745,0.0426001004,0.1124333042,0.020071243,-0.043819497,0,,
v000428,-0.440541205,-0.089499041,-0.328396254,-0.403863031,-0.000089288,-0.222633404,-0.023299397,0.068453212,1,fac1,-1
v000429,-0.243800949,0.0067008276,0.0072781923,-0.052610403,0.5341852251,-0.085427503,0.060253372,-0.097600343,1,fac5,1
v000430,0.7104974852,0.0648092854,-0.003319808,-0.039652015,0.1839285048,0.1070232873,0.0067265845,0.034038339,1,fac1,1
v000431,0.6511380078,0.1632989371,0.1332902814,-0.034555115,-0.015072163,0.2381577812,-0.125514597,0.0644821446,1,fac1,1
v000432,0.2546530859,-0.202343741,0.1228649578,-0.052371113,-0.031067726,0.6913708,-0.149428976,0.0539765969,1,fac6,1
v000433,0.4846352007,0.181439928,0.0036388391,0.1231319525,-0.590043902,0.1400576284,-0.014705099,0.149627801,1,fac5,-1
v000434,0.5916510444,-0.370690904,-0.080138728,0.1329966252,-0.186756641,-0.388808486,-0.062641432,-0.302901838,1,fac1,1
v000435,-0.088467048,0.1827106833,-0.447390274,-0.209860243,0.0731947487,-0.240998449,-0.24393416,0.0787358898,1,fac3,-1
v000436,0.2263721104,0.0326150733,0.0963924011,-0.102008988,-0.267282827,-0.204647922,-0.340643488,0.3796715274,1,fac8,1
v000437,-0.143608924,0.4560567274,0.2020367592,0.508075489,-0.475296723,0.3157725191,-0.196276767,-0.156254662,1,fac4,1
v000438,0.6233721383,-0.02247544,-0.221001283,0.0969526022,0.0765377089,-0.241613843,0.0869788976,-0.046818756,1,fac1,1
v000439,0.1348777109,0.3944717021,-0.390021239,-0.007304716,-0.499198534,0.1032927811,-0.054658669,0.3111527661,1,fac5,-1
v000440,0.2946147062,0.7285106177,-0.252821668,0.0239436573,0.2166777084,-0.092943693,-0.084868239,-0.270199707,1,fac2,1
v000441,0.0996391974,0.3552450398,-0.337333628,0.5121795459,-0.172122985,-0.24848224,0.1795546448,-0.401792296,1,fac4,1
v000442,-0.275150379,0.1146852086,0.0073223505,-0.072296375,-0.201145559,-0.18310488,0.3834732312,-0.294041664,1,fac7,1
v000443,-0.57186442,-0.178156998,-0.175062709,-0.395632107,-0.279096521,-0.290048583,0.1726856958,0.0102077878,1,fac1,-1
v000444,-0.47440646,0.3354210276,0.3592223774,0.2825313307,-0.198379937,-0.225111897,-0.316592935,0.037063106,1,fac1,-1
v000445,-0.082822872,0.0175367363,-0.395422484,-0.17875695,0.1268538653,0.1573082899,-0.05059398,0.1112938809,1,fac3,-1
v000446,0.5513153574,-0.031736785,-0.384223421,-0.215753561,-0.253409448,-0.072686311,-0.159979885,0.4723284224,1,fac1,1
v000447,-0.450116504,0.152506471,0.1151142185,0.0736709783,0.1391260018,-0.029030331,0.5780187596,0.1080691349,1,fac7,1
v000448,0.1798154901,0.1650873773,0.0742313435,0.342081168,0.1595817274,0.1983197378,-0.041400867,0.0539001221,1,fac4,1
v000449,0.0934891451,-0.102862697,-0.401229628,0.2715634697,0.5696123239,0.1257515062,0.0412848657,-0.102485387,1,fac5,1
v000450,-0.084993677,-0.17816445,0.1159019595,-0.409696706,0.0460613658,0.1213189954,0.4001600008,-0.053353539,1,fac4,-1
v000451,0.069268374,0.4206408482,-0.025010478,0.2992111542,-0.023671554,0.3659401627,0.0469623772,-0.225465154,1,fac2,1
v000452,-0.234711489,-0.059203519,0.0100879992,-0.221729172,0.1260775672,-0.278729827,-0.151679832,-0.16410095,0,,
v000453,0.0218370069,0.0819011868,0.4508920865,0.0661504186,0.0557365614,0.4371793981,0.025383425,-0.134785025,1,fac3,1
v000454,-0.12738375,-0.101432367,-0.219657431,1.019310214,-0.102564841,0.026714073,-0.312926593,-0.487947725,1,fac4,1
v000455,-0.082118499,-0.309609661,-0.512650254,0.8787899468,-0.169971802,-0.303010702,-0.376844508,-0.381245928,1,fac4,1
v000456,0.3069950021,0.1142817709,-0.650963308,0.0483847839,-0.051478427,0.1833156995,0.3068792801,0.2888543028,1,fac3,-1
v000457,-0.06502155,0.5058088942,-0.097705767,-0.529658838,-0.171476405,0.1910730874,-0.168928899,-0.389131431,1,fac4,-1
v000458,-0.372918446,-0.099364842,-0.185362532,-0.221190811,-0.094594276,0.3119032944,-0.183609401,-0.185903245,1,fac1,-1
v000459,0.0171822247,-0.04965545,-0.056667009,-0.12777598,-0.108195236,0.1105053746,0.1937780426,0.0436070607,0,,
v000460,-0.297047008,-0.097099477,0.0578367023,-0.33722384,-0.136703596,0.2972590005,0.2706861351,-0.143741917,1,fac4,-1
v000461,0.1321369345,0.2421683062,0.0975385862,-0.049557052,0.149765954,0.4377588879,0.2140861657,-0.043324197,1,fac6,1
v000462,0.2473622953,0.0459907374,0.0607588104,0.0668353786,0.1259365804,0.02917613,-0.035933026,0.375790808,1,fac8,1
v000463,0.0643239151,0.0253543984,0.0115305007,0.0150324901,-0.301498688,-0.054758165,0.6958933314,0.0743169447,1,fac7,1
v000464,0.310071486,-0.095180241,0.0780195553,-0.124270814,0.0919119952,0.1348958966,-0.477911192,0.0286848684,1,fac7,-1
v000465,0.0095121811,0.4140921637,-0.701309724,-0.029123809,-0.260630691,-0.001117934,0.1165446705,0.1202667664,1,fac3,-1
v000466,0.2361314876,-0.074588703,0.0441759375,-0.095314719,0.0152172593,0.0974685022,0.3052724359,-0.095099032,1,fac7,1
v000467,0.1417181804,0.131065893,-0.043438697,-0.173640145,0.0317702108,-0.218543207,-0.077524059,0.2844308783,0,,
v000468,0.2401318816,0.1257570349,-0.076381098,-0.042477008,-0.07126193,0.3186101095,0.2305243544,0.0711126699,1,fac6,1
v000469,-0.097477581,0.4212049091,0.3543638665,0.4235003277,-0.045807397,0.0313435974,-0.103840984,0.0029554808,1,fac4,1
v000470,0.162541395,-0.232877035,0.023268639,-0.154172945,-0.006686537,0.0231347971,0.398459737,-0.377704587,1,fac7,1
v000471,-0.141871158,-0.202335331,0.3282386083,-0.154415224,-0.051006252,-0.039100539,0.4638267208,0.3519489657,1,fac7,1
v000472,0.0819137956,-0.145154055,0.2917440034,0.3730316891,0.0134579152,-0.006667425,0.0889985739,0.3729920068,1,fac4,1
v000473,0.1556435033,-0.113198234,-0.440214929,0.1810955792,0.0381428288,0.468871776,0.1110560659,-0.109609296,1,fac6,1
v000474,-0.307367291,-0.191945564,-0.129935959,-0.692844069,-0.145304289,-0.237997668,0.1996896666,-0.268849873,1,fac4,-1
v000475,0.0503453013,-0.003412209,0.1265434765,0.1035734754,0.274743229,0.0695415286,-0.054950669,-0.103884847,0,,
v000476,-0.136781576,0.5407493046,0.1318848469,0.2530887074,-0.271623276,-0.416425407,-0.133986909,-0.387822003,1,fac2,1
v000477,-0.671109628,-0.183891366,-0.132683311,-0.682501102,-0.312126843,-0.489737338,0.103421497,-0.131132767,1,fac4,-1
v000478,0.209300163,0.2041844703,-0.013749767,0.0525189754,0.1697107386,0.4021129135,0.195717927,0.0694553242,1,fac6,1
v000479,0.1528720623,0.1922678175,-0.001730902,0.2523859358,0.6811325675,0.0257018395,-0.138717118,0.1001265471,1,fac5,1
v000480,0.0169285025,0.0417337397,-0.291144464,0.1115795248,0.4151659737,-0.033436917,-0.108583031,-0.09141062,1,fac5,1
v000481,0.0948847558,0.0769134437,0.1123371972,0.017278065,0.0582057272,-0.071961908,0.2149043101,-0.013745635,0,,
v000482,-0.053898711,0.1458314553,-0.301633544,-0.160636798,0.0242950152,-0.036769153,-0.3193774,0.0473027016,1,fac7,-1
v000483,-0.410354374,0.1906252823,-0.345344881,-0.34608444,-0.193054887,-0.232729083,-0.067922337,-0.293554343,1,fac1,-1
v000484,-0.149026606,-0.013617391,0.2299283931,-0.211749037,0.0848179773,-0.013875569,0.265786011,-0.260155223,0,,
v000485,0.2441330677,0.1360019944,-0.031658749,0.1652414555,0.1778391861,0.0024205313,-0.223194456,0.0771473825,0,,
v000486,0.1041120205,-0.150539224,-0.043126047,0.2765033797,0.2548226234,0.0746992343,-0.373019696,0.1880195617,1,fac7,-1
v000487,0.1698204468,0.1610368725,0.5652198935,-0.070392466,-0.150475148,0.2293130657,0.1250687692,-0.117498201,1,fac3,1
v000488,-0.46935758,-0.194676382,0.0737064749,-0.12715047,-0.15699851,0.2189873696,-0.541988282,0.3928608133,1,fac7,-1
v000489,-0.175108784,-0.075476193,-0.170055649,0.3627012392,0.2247512114,0.1671851367,-0.167472402,-0.27158047,1,fac4,1
v000490,0.0194484486,0.6712508244,0.0837517095,-0.01961063,-0.057205792,-0.119006272,-0.12273279,-0.122764127,1,fac2,1
v000491,0.1065805254,0.0245881118,-0.353808575,-0.125435487,0.0177196437,0.8520710366,0.0756178614,-0.0693116,1,fac6,1
v000492,0.0943566703,0.2807597832,0.4659506493,-0.40699341,-0.156620648,0.1248932894,0.0155536271,-0.180295682,1,fac3,1
v000493,-0.315539553,-0.113813619,-0.026885777,-0.257849917,-0.18033356,0.1899479176,-0.031895787,-0.272513799,1,fac1,-1
v000494,0.0074753346,0.1509453782,0.1913811713,-0.125435154,-0.078032635,-0.087395017,0.2297486202,-0.100508851,0,,
v000495,0.654022329,0.1502760537,-0.626063341,-0.13741744,-0.17943428,-0.112133642,0.3631348187,0.5208632029,1,fac1,1
v000496,-0.263574271,-0.173185867,-0.28532602,-0.100402333,-0.255723747,0.6704418391,0.1380555138,0.1727183649,1,fac6,1
v000497,-0.215347748,-0.387715893,-0.301188353,0.980435385,-0.263570018,-0.002619706,-0.34347565,-0.297566031,1,fac4,1
v000498,0.0014029811,0.2744199665,-0.515674575,0.0387857575,0.2203548235,-0.271469424,0.099880876,0.0946437264,1,fac3,-1
v000499,0.116242586,-0.353759295,-0.248409513,0.057008339,0.8177244087,-0.046941638,0.0587621633,0.1257430153,1,fac5,1
v000500,-0.293426111,0.0898413043,0.099411964,-0.086389725,0.0320016431,-0.089702358,-0.212575456,-0.244820572,0,,
v000501,0.1455006,0.1753610931,0.0518922549,0.0795567187,0.0758514627,0.1696995016,-0.131860321,-0.099059357,0,,
v000502,0.3657173264,-0.000601623,0.2909351928,0.1255579276,0.299031937,-0.053034354,0.1531348599,0.0022281739,1,fac1,1
v000503,-0.33438706,-0.055672893,0.213397037,0.1712827188,-0.029267055,0.2232004659,0.2535270096,0.3695766069,1,fac8,1
v000504,0.6231315027,0.1778902857,0.3139645626,-0.184929297,-0.406887972,0.2059852726,-0.168408538,0.0458601447,1,fac1,1
v000505,0.0392310729,0.2057594951,0.0807209011,0.081666738,-0.299694567,0.1588283769,0.0506410257,0.0963103154,0,,
v000506,-0.356187318,-0.275558395,-0.099937046,0.4437248614,-0.27136645,-0.128391669,-0.462241012,-0.202403896,1,fac7,-1
v000507,0.370588096,-0.209493896,0.2162504446,0.3822778464,0.0657569076,-0.13471117,-0.099243398,-0.302644857,1,fac4,1
v000508,0.9978620483,-0.272165743,0.0259090119,-0.191373778,-0.085923749,-0.067039484,-0.086275853,0.123325881,1,fac1,1
v000509,0.7074765806,-0.444493386,0.1101886737,-0.068405828,-0.271044032,-0.262538964,-0.028148178,-0.340711584,1,fac1,1
v000510,-0.052330191,0.3474795356,-0.529450859,-0.251125994,-0.336389769,0.111952554,-0.231139964,0.0993496589,1,fac3,-1
v000511,-0.114034712,0.5508753972,0.0067286977,0.2135578078,0.0883794352,0.1515446347,0.0227415646,0.0811905042,1,fac2,1
v000512,0.4054028229,-0.312990626,0.0171640594,-0.115357432,-0.257747242,0.230232719,0.0456779531,0.1750062905,1,fac1,1
v000513,0.4601176813,-0.22315395,-0.01347667,-0.322966551,-0.012609567,-0.152426682,-0.173110412,0.279376716,1,fac1,1
v000514,0.3018185583,0.3796870214,0.3574615148,0.1472813705,0.0133403004,0.1152821796,0.0780135665,-0.594658615,1,fac8,-1
v000515,-0.183769031,0.344492275,-0.050810156,-0.22258317,-0.338090451,0.8280984932,-0.355025761,-0.183623825,1,fac6,1
v000516,0.4433376944,0.0417594686,0.1765591329,0.2729082608,-0.12339232,0.0964238451,-0.038368331,0.0771260744,1,fac1,1
v000517,0.583225924,-0.291646531,-0.0996142,-0.04521018,-0.052091008,-0.212204561,-0.039830557,0.1336018764,1,fac1,1
v000518,0.113288732,-0.210305186,-0.054198717,-0.118979692,0.2131899362,-0.01349372,-0.525252733,-0.247915498,1,fac7,-1
v000519,0.3680486278,0.748841613,-0.366009756,-0.21435042,0.0904223174,0.0624779956,-0.466420316,-0.203183961,1,fac2,1
v000520,0.0608636177,0.1100011224,0.0065655853,0.1008265131,0.0165823558,0.0692281296,-0.08289383,0.0169743428,0,,
v000521,-0.051887833,-0.196956027,0.0646058476,-0.052101619,-0.106162674,-0.109482515,0.1140328732,0.0046710902,0,,
v000522,-0.026029406,-0.217176807,-0.122900407,-0.077224963,-0.183609163,-0.112301091,0.2716508253,-0.070597498,0,,
v000523,0.1324438981,0.0760860965,0.3791538683,-0.053193745,0.1064185442,0.15215533,0.1648694548,-0.126132606,1,fac3,1
v000524,0.1434381866,0.0942307515,-0.274853709,0.1585031581,0.2296542531,0.0255565855,-0.048162995,-0.01448092,0,,
v000525,0.1384996471,0.396659804,-0.021837791,-0.067446117,-0.044037305,-0.133530303,-0.167744382,0.012405873,1,fac2,1
v000526,-0.000861984,-0.066060746,0.1411237812,-0.372714882,-0.136676565,0.0889485546,0.5561547454,-0.092626711,1,fac7,1
v000527,0.1632296917,-0.672317261,0.0356675951,0.5196478302,-0.177530102,-0.290220427,-0.146888141,0.1600411884,1,fac2,-1
v000528,0.3325041903,-0.089727701,-0.168922727,-0.410319081,0.6879213283,-0.204375073,-0.444735469,-0.01138212,1,fac5,1
v000529,0.0449244386,0.1253006396,0.3476316571,0.2129416358,0.4847723258,0.0271292315,-0.109044456,0.0127587594,1,fac5,1
v000530,0.8389764121,-0.284729552,0.0638678791,-0.226316618,0.0418000784,-0.136627228,-0.144032822,0.1115832371,1,fac1,1
v000531,0.2733070204,0.1439224739,-0.23565402,0.0434233365,-0.362451636,-0.452747047,-0.007917916,0.1448783696,1,fac6,-1
v000532,0.1873328159,0.0991416223,0.1305500739,0.0751873608,-0.017112947,-0.12100354,-0.064785968,0.0458571192,0,,
v000533,0.1704968946,0.0853058684,0.2145783088,0.0891379759,0.6230100564,-0.020494463,0.0283888745,0.2533151092,1,fac5,1
v000534,-0.048608494,-0.13060272,-0.075884858,0.1934089284,0.1525310978,-0.094413535,0.4587229821,-0.190851496,1,fac7,1
v000535,-0.035890003,0.0838733892,0.1411971701,0.1480116053,-0.003318485,0.0685202265,-0.111770291,-0.088272914,0,,
v000536,0.0167856705,0.0453788041,0.6923743974,-0.049194752,-0.214216708,-0.037686015,0.0265564082,-0.074032454,1,fac3,1
v000537,-0.303307726,-0.00515348,0.2983015487,-0.007340304,-0.209345129,-0.352817226,0.2332951028,0.0695216448,1,fac6,-1
v000538,-0.040384833,-0.037951046,0.294651934,0.0036103839,-0.030602454,-0.115060525,0.2094185999,-0.008427673,0,,
v000539,-0.5490185,0.2525829196,-0.091797715,0.2499779401,0.0819812723,-0.297912649,-0.0168402,0.0508916045,1,fac1,-1
v000540,-0.120657379,0.4157561833,-0.196562791,0.1347357136,0.1449537994,0.3409846826,0.1211798891,0.081264215,1,fac2,1
v000541,-0.265676994,0.5430610472,0.2935432701,0.073517339,0.3859328521,0.2285413846,-0.038109369,-0.192112818,1,fac2,1
v000542,0.2103437002,0.1628905434,0.0754860371,0.2174786106,0.0469069352,-0.03892994,-0.124124179,0.0719320701,0,,
v000543,0.0627547231,0.1184664495,-0.11724812,0.1605432096,0.4573081648,0.045568634,-0.017014832,-0.057212082,1,fac5,1
v000544,0.0967056918,0.2033021378,0.2953788871,-0.12285008,0.2534579735,0.229293324,0.147642787,0.0631430258,0,,
v000545,0.0829663363,0.2007547908,-0.000574896,-0.145986671,0.4771281007,0.1406912997,-0.120938398,-0.298982394,1,fac5,1
v000546,0.161342957,0.2524752257,-0.61193024,0.0524994033,0.2525219927,0.0928766632,0.1309044568,0.5379699241,1,fac3,-1
v000547,0.05811838,0.152969549,0.1564377319,0.1112157558,0.186356118,0.1478332219,-0.069580462,-0.054459438,0,,
v000548,0.2492821696,-0.067131873,0.1957311282,-0.548209047,0.0778979841,0.0546871249,0.2174456277,-0.412084152,1,fac4,-1
v000549,0.2656001452,-0.007010799,0.5101786541,0.2612154053,0.0457220509,-0.138558094,-0.040099474,-0.156632556,1,fac3,1
v000550,0.430331009,0.1411053556,0.4370737628,0.1094333812,0.2457096185,-0.177771797,-0.035193469,0.3726655495,1,fac3,1
v000551,-0.26687779,0.0170095759,-0.006265239,-0.466082913,0.0960027198,0.0798840851,0.5070609682,-0.030333221,1,fac7,1
v000552,0.0562783138,-0.225129833,-0.062560031,-0.126309374,-0.131319449,0.1830797701,0.16342397,-0.108125206,0,,
v000553,0.0658116721,0.0141116244,-0.241145171,0.2487566059,-0.109129677,0.8764784052,0.4217126781,0.1727667071,1,fac6,1
v000554,0.0072058761,0.305534589,-0.123039486,0.1584413821,0.217716826,0.0232933367,0.0232722806,-0.028744999,1,fac2,1
v000555,-0.518908412,-0.080209659,-0.076843522,-0.037365157,-0.217418226,0.3080836901,0.1498902563,-0.004020661,1,fac1,-1
v000556,0.6158367061,-0.023299861,0.2659435936,0.2802859129,-0.083332305,0.0076648897,-0.088731334,-0.105581805,1,fac1,1
v000557,0.6607463461,0.106019164,0.0802853817,0.038486726,0.2009911055,-0.385081979,-0.097445445,0.0119729428,1,fac1,1
v000558,-0.206129946,-0.21273966,0.2069614086,0.0586869702,-0.083047445,-0.148391171,-0.269040344,0.1903104568,0,,
v000559,-0.034608422,-0.221283099,0.2077663644,0.6463502035,0.2925668782,0.1743950823,-0.308183197,0.0024608866,1,fac4,1
v000560,0.2493241381,0.8438219632,-0.615797723,0.2437104018,-0.086212466,-0.005532249,-0.18591494,-0.290758049,1,fac2,1
v000561,0.0169789415,0.0827263461,0.0197431479,0.1755849397,0.1885042687,-0.125052937,-0.063542373,0.0553313053,0,,
v000562,0.3799580737,-0.186276234,0.2007849216,-0.115783184,-0.163663464,0.0359747558,-0.092081138,1.0563450719,1,fac8,1
v000563,0.4703239534,0.0518123469,0.2505982497,0.0524604602,-0.35793984,-0.168012368,0.0074118129,0.996676869,1,fac8,1
v000564,-0.346871462,-0.227769631,-0.126060122,0.3064158432,-0.102518575,0.2866333484,0.5337313579,0.1472936112,1,fac7,1
v000565,-0.491540064,-0.373395804,0.0410006791,-0.05801122,0.0765304695,0.0059566134,-0.014195601,-0.014579406,1,fac1,-1
v000566,-0.309547747,0.7252387253,0.1636972603,0.1815666145,0.0238592712,0.6851307685,-0.110922425,0.4643836357,1,fac2,1
v000567,-0.151665682,-0.058162817,0.2479749649,0.1326784786,-0.105461472,0.0666851562,0.3162546847,0.0919662225,1,fac7,1
v000568,0.3393451614,0.1758607308,-0.465844767,0.0284208991,0.1554383996,0.1113299166,-0.05281813,-0.345133135,1,fac3,-1
v000569,0.1459471208,0.4373641293,0.2297343091,0.1086848589,0.1026358801,0.1293953914,-0.121673122,-0.055913956,1,fac2,1
v000570,-0.031536944,0.0873759194,-0.119847587,0.0172728819,0.5804901185,-0.103651467,0.2409286351,-0.055769048,1,fac5,1
v000571,-0.272804855,-0.327919767,0.2238427026,-0.172413468,-0.56858042,0.0017069912,0.0885182417,0.182634315,1,fac5,-1
v000572,0.1944349501,-0.406058128,0.2400216885,0.3236041031,-0.119014508,0.3937715043,0.1100692994,0.0075283184,1,fac2,-1
v000573,-0.211933844,-0.105161316,-0.014854004,0.0028281905,0.1151415576,0.117130572,0.3110150919,0.1497630011,1,fac7,1
v000574,-0.24081143,-0.134560704,0.0969640234,0.4343049874,-0.014775838,0.3678179554,0.0007567287,-0.237969805,1,fac4,1
v000575,0.0415969969,0.1502166482,-0.1025438,0.0652881626,0.6578679817,-0.16555067,-0.119445677,0.0002766192,1,fac5,1
v000576,-0.062952859,-0.096560702,0.4599493125,0.1185757134,0.1401327271,-0.050744895,0.3262650835,-0.413481944,1,fac3,1
v000577,-0.010003884,-0.029226479,-0.26682166,0.1948714503,-0.240733861,1.033811393,-0.039189847,-0.348246751,1,fac6,1
v000578,-0.016473087,0.3578984941,0.0128487671,0.049855523,0.2807902153,-0.137756287,-0.164770788,0.522698547,1,fac8,1
v000579,-0.271686991,0.1545600086,-0.324773227,0.3953338535,0.382889482,-0.117502961,-0.195198646,0.4292788264,1,fac8,1
v000580,0.1464642417,0.1073208161,-0.070471548,0.1985281271,0.2328592769,0.107913488,-0.059814828,-0.017042753,0,,
v000581,0.2137710728,0.0030992081,-0.249476278,-0.024237484,0.2440844991,0.220998486,-0.002264249,0.3646244482,1,fac8,1
v000582,0.0682219374,0.0255642729,-0.107298666,-0.132962409,-0.06305938,-0.115985013,0.2241316233,0.2875375882,0,,
v000583,0.5026744283,-0.110024472,-0.162642843,-0.49093267,-0.260589533,0.3150793528,-0.410992517,-0.15938463,1,fac1,1
v000584,0.2870475802,0.1276017618,0.0514823301,0.6147523766,-0.095442859,-0.092374096,0.3500449151,-0.072302947,1,fac4,1
v000585,-0.303390642,-0.010865037,-0.093080264,-0.008638376,0.0861885248,0.0649641017,-0.167299311,0.2752228,1,fac1,-1
v000586,-0.04335017,0.2340027856,-0.405224501,-0.183862722,0.2192203088,-0.032857485,-0.189233216,-0.184794802,1,fac3,-1
v000587,0.1945175959,-0.093900249,0.1666914665,0.2147436504,-0.099413443,-0.005765052,-0.275942463,-0.227381123,0,,
v000588,-0.050619136,0.5714666234,-0.401676843,-0.145966291,0.2631158588,-0.031236119,0.0970472341,-0.139355256,1,fac2,1
v000589,-0.238168924,-0.335245412,0.0393850908,0.0333287875,0.2317242018,0.2877984784,-0.865631861,0.077217991,1,fac7,-1
v000590,-0.231199051,-0.486779442,0.0436787011,0.9342151366,0.0279511672,-0.10885083,0.1162571657,-0.10919203,1,fac4,1
v000591,0.7925512437,-0.003643946,-0.036452307,0.032991406,0.136918461,-0.228882499,0.1716046635,0.1803160591,1,fac1,1
v000592,-0.366889206,-0.237704148,-0.128986481,0.1828798494,-0.03867583,0.3825158896,-0.211028074,0.2852926043,1,fac6,1
v000593,0.1823022133,-0.139740761,0.545754697,0.1620359673,-0.045291961,-0.003080031,-0.051012311,0.0212973321,1,fac3,1
v000594,0.420114185,-0.047587282,0.310846174,-0.169230322,-0.087637488,-0.240998938,0.1726614388,-0.178080331,1,fac1,1
v000595,-0.015431443,-0.066138077,0.4724143987,-0.133808352,0.1161471921,0.1247349061,-0.161546634,-0.307017375,1,fac3,1
v000596,0.0627596207,0.0878782263,0.3408672809,0.0849089274,-0.030297574,-0.195557431,-0.014191959,-0.117431427,1,fac3,1
v000597,0.0455027311,0.4151054681,0.3546719258,0.2184015543,0.06275751,-0.462384704,-0.0043541,0.203412919,1,fac6,-1
v000598,-0.45394425,-0.142642213,-0.202123248,-0.089217888,-0.494830364,0.3931639993,-0.062751255,0.1302792764,1,fac5,-1
v000599,0.6775273643,0.0718659747,-0.60843083,-0.031253539,0.383569433,-0.097627208,0.1640930367,0.4471714243,1,fac1,1
v000600,0.0513413988,0.3567361014,0.0432895702,-0.009714922,-0.021808877,0.2147891634,-0.016570296,-0.032990398,1,fac2,1
v000601,0.1919350626,0.0321980102,0.1283094071,-0.204869623,0.4075552785,-0.148987548,0.2288943729,-0.080285608,1,fac5,1
v000602,0.1629449081,0.0909804418,-0.200712445,0.7649827568,-0.055660869,0.0525035101,0.1298720533,0.0445419994,1,fac4,1
v000603,0.4992183839,-0.107683262,0.2575593464,0.6302662555,-0.241064248,-0.440649641,-0.120454897,0.4118775238,1,fac4,1
v000604,0.0545958668,-0.264463206,0.4933449711,-0.086089504,0.0621235445,-0.036367416,0.5962624436,-0.143237991,1,fac7,1
v000605,0.0492288268,0.1782482974,-0.538292876,-0.086944679,0.0573279576,0.6547764425,-0.021299316,0.1762982062,1,fac6,1
v000606,-0.039764369,0.0883726189,-0.150550938,0.0157324225,0.4287202122,0.2880727352,-0.419350247,0.245443621,1,fac5,1
v000607,0.8015588629,0.0191092311,-0.035142987,-0.145172282,-0.006026735,-0.075652866,-0.125579185,0.6549491196,1,fac1,1
v000608,0.2415627784,0.3640287212,-0.086173607,0.0978338518,0.2991679795,-0.018927712,-0.212577804,0.2144208129,1,fac2,1
v000609,-0.145508934,-0.10903051,-0.378451748,0.994377406,-0.278442709,0.035867928,-0.417291724,-0.519272612,1,fac4,1
v000610,-0.020440845,0.0294779295,0.4099702809,0.0409737529,-0.045433273,-0.032713474,0.1106119383,-0.321091751,1,fac3,1
v000611,-0.064333114,0.3401851739,0.0011471956,0.3420648895,0.347539724,0.0837531916,0.1527165053,-0.137470705,1,fac5,1
v000612,-0.27655491,0.4605649047,-0.210576793,-0.094816298,0.2087290258,-0.06717899,-0.131861004,-0.067015679,1,fac2,1
v000613,0.1086568724,0.0556803195,-0.273391372,0.0149543755,0.0613809475,0.0204079289,-0.249989509,-0.024689553,0,,
v000614,-0.172016288,-0.066056945,-0.164899619,-0.237958774,0.5326624242,-0.062308244,-0.253999391,0.0169458316,1,fac5,1
v000615,0.3063039855,0.0227063307,0.1833328495,0.4088092724,-0.022091791,-0.13187052,0.0520596539,-0.019644989,1,fac4,1
v000616,0.1746125051,-0.377149621,0.1210261886,0.1082125032,0.7430742098,-0.083677436,-0.115764565,-0.218766746,1,fac5,1
v000617,0.1646335586,0.0977020404,0.0243511973,-0.3258638,0.1014442197,0.8378441995,-0.263819648,-0.250451882,1,fac6,1
v000618,0.0628735929,0.426235559,-0.129731711,-0.246028071,0.0398362327,0.0032188099,-0.337143858,-0.039238394,1,fac2,1
v000619,-0.060286245,-0.417056498,-0.073948599,0.2721272013,0.0609157134,0.0022194239,0.4296209258,0.0746503342,1,fac7,1
v000620,-0.290492859,0.4252976988,0.1337833619,0.4448577323,0.1888136519,0.3837721286,-0.307437281,-0.025329662,1,fac4,1
v000621,0.014290828,-0.124694505,-0.216187683,0.1053738857,0.0159517218,-0.183088481,-0.351417538,-0.184574656,1,fac7,-1
v000622,0.231264978,-0.270000307,-0.109002183,-0.042751377,0.3409717468,-0.045525163,-0.07639067,-0.040180975,1,fac5,1
v000623,0.2519050834,0.1865603558,0.0297584491,0.1900963661,0.2122916876,0.0136511934,-0.443882358,-0.004421577,1,fac7,-1
