_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,loaded,factor,pole
v000034,0.1781683021,0.1037224681,0.389915239,-0.040875709,0.4752928058,0.5362550098,-0.200842585,0.1611779725,1,fac6,1
v000035,0.2685232515,-0.282602789,-0.109898711,0.0418035977,0.6071825764,-0.265139429,-0.277345426,-0.15605678,1,fac5,1
v000036,0.58160614,0.0512027241,0.1007778326,0.0313139563,0.2784714835,0.1014245603,0.2084830978,-0.040003397,1,fac1,1
v000037,-0.087148427,-0.130240882,-0.117427844,0.465152954,0.5788978725,-0.212801523,0.1826399097,0.6324435306,1,fac8,1
v000038,0.3363219302,-0.105468429,-0.012886587,0.0014606617,0.0064233693,0.0906463206,0.1375447547,-0.19519127,1,fac1,1
v000039,-0.259715004,-0.076206496,0.0054739505,0.1008111922,0.1367105054,-0.355397762,0.0764387308,-0.116872165,1,fac6,-1
v000040,-0.184262727,0.4687627767,0.0269558361,0.0104307266,0.0463728643,-0.022502429,0.0934889611,0.078261976,1,fac2,1
v000041,0.0601631045,-0.434508769,-0.104833808,0.3264817374,-0.61652284,0.2365554735,0.1965411368,-0.298482777,1,fac5,-1
v000042,-0.624113156,0.2624346503,-0.047198709,0.2616905261,-0.000640768,-0.107944201,-0.185207561,0.2006340638,1,fac1,-1
v000043,0.3510925728,0.0160662085,-0.05868514,0.3179098257,-0.694937703,0.3415202018,-0.025849731,0.2280227397,1,fac5,-1
v000044,0.2280711915,0.2242554573,-0.025579362,0.7292592781,-0.326629481,-0.105963315,0.1297666856,0.1997320952,1,fac4,1
v000045,0.4330465536,0.5081749752,0.1495640135,0.0396839463,0.0303239352,0.2274816317,0.5943658664,0.2894742856,1,fac7,1
v000046,0.0630199175,0.0666104805,-0.200021204,-0.869776259,0.3094225766,0.1583768643,0.2099612377,-0.022046726,1,fac4,-1
v000047,-0.769417282,0.3212023334,0.0087989537,-0.079220421,0.0428978472,0.1308642333,-0.147145673,-0.392975538,1,fac1,-1
v000048,-0.514142593,0.0098882979,-0.050373843,-0.144410814,-0.049505013,-0.13584813,0.0272491987,-0.084206272,1,fac1,-1
v000049,0.2445240581,0.1187603378,-0.24220582,-0.103539902,0.0454235009,0.2306144957,-0.226649683,0.3507471383,1,fac8,1
v000050,-0.641059185,0.2554142938,-0.212779123,0.218695198,-0.208809963,0.3266711911,-0.162142293,-0.490482494,1,fac1,-1
v000051,0.3993959719,0.2669170176,0.6253121459,0.4678730105,-0.244712538,-0.18673495,0.2418888203,-0.206865262,1,fac3,1
v000052,0.1978609378,-0.112286803,0.5766516276,-0.086773643,0.09419874,-0.365551105,-0.320816418,0.2105921786,1,fac3,1
v000053,0.0830004201,-0.180852909,0.2456801007,-0.036760015,0.8083092477,0.6414246761,-0.198285489,0.3124839779,1,fac5,1
v000054,0.03220303,0.0459742006,0.1595444743,0.5508632894,-0.344842365,0.1766280256,0.1793852707,-0.20968796,1,fac4,1
v000055,0.343162555,-0.385286124,-0.416928826,0.3257492683,0.6606634784,-0.463172357,-0.178814313,-0.357556856,1,fac5,1
v000056,-0.065556962,0.0019847087,-0.461049672,-0.589999255,-0.338396546,0.2893378896,-0.051694276,0.0511372399,1,fac4,-1
v000057,0.2026801402,-0.364054423,-0.255591353,0.196665048,0.3248381163,-0.798016954,-0.097996338,-0.444949736,1,fac6,-1
v000058,0.29264022,-0.385589671,-0.066685434,-0.344605165,0.2520561509,-0.539225004,-0.397869378,-0.282649163,1,fac6,-1
v000059,-0.172278992,-0.176109331,-0.148951521,-0.436907979,0.1289735401,0.1214277421,0.4019988034,0.4117715674,1,fac4,-1
v000060,-0.219966194,0.0421390216,-0.351729317,0.0403635685,0.3531158973,0.1256482808,-0.400434904,-0.282717126,1,fac7,-1
v000061,-0.162305092,-0.03058649,-0.588588441,-0.308283746,-0.138023345,-0.159028987,0.0076526478,0.0862705594,1,fac3,-1
v000062,0.4818534578,-0.064147748,-0.170505634,-0.099058081,-0.014933787,-0.096528035,0.1405568489,0.1396566814,1,fac1,1
v000063,0.3324380538,-0.425479824,-0.325296127,-0.367400408,-0.588914806,0.4221091183,-0.194293841,0.2651971066,1,fac5,-1
v000064,-0.074522862,0.4971017981,-0.381502346,0.4476474254,0.2277090182,0.0424590496,-0.099758299,0.4512370478,1,fac2,1
v000065,-0.872749791,0.3059372627,-0.021920474,0.0048279896,-0.020818852,-0.037436346,-0.096139729,-0.177660653,1,fac1,-1
v000066,0.3363568687,0.1788198366,-0.04847533,0.0563192268,-0.668488334,0.2359436326,-0.406561195,-0.202656451,1,fac5,-1
v000067,-0.154177673,-0.168759719,-0.310195701,0.2190326655,-0.028977922,-0.066661198,-0.11274636,-0.001025449,1,fac3,-1
v000068,0.3109338128,0.3323710872,0.5862542559,-0.054952933,-0.311289969,0.0380571458,-0.340300464,-0.129678541,1,fac3,1
v000069,0.3319046004,-0.189293816,0.8241753861,-0.32445572,0.3065667257,0.5861434923,-0.077186748,-0.179269205,1,fac3,1
v000070,0.0986167572,-0.136815461,0.3596262985,-0.179583037,-0.158564129,-0.119723207,0.6740773437,0.0924568902,1,fac7,1
v000071,0.3923086262,0.2369749695,-0.025705584,-0.098015471,0.0826022196,-0.593984131,0.1641376007,0.1083805932,1,fac6,-1
v000072,0.6137562774,-0.058512617,0.17838309,0.4313959652,0.2974611902,-0.309494839,-0.250257827,-0.77258042,1,fac8,-1
v000073,0.4592354198,0.2498943654,0.3921902982,-0.275063588,0.0004015262,0.5741884221,0.5564565051,0.3644894938,1,fac6,1
v000074,0.4949542009,-0.717997546,-0.093516309,-0.009593213,-0.217374589,0.1359719433,-0.051221539,-0.539892116,1,fac2,-1
v000075,0.1931502378,0.3026472355,-0.174423141,-0.214677935,0.1292976967,0.6822739509,-0.544158356,0.1603953274,1,fac6,1
v000076,-0.008967823,-0.145885286,0.9672862698,-0.005407956,0.0258213865,-0.001537131,0.0654158486,-0.303752134,1,fac3,1
v000077,0.4748558337,0.2291350318,0.6477460896,-0.039802093,0.1065719966,0.113359738,0.1643637536,-0.080880941,1,fac3,1
v000078,0.5286821356,0.5820377776,0.1937998947,0.4098856094,-0.167046591,0.0801449224,0.4701340117,-0.375756725,1,fac2,1
v000079,0.0858720373,-0.44609403,-0.251539266,0.8544923936,-0.179422878,0.234601681,0.1559748253,-0.188086872,1,fac4,1
v000080,0.3680007995,-0.136596994,-0.104581502,-0.731482988,-0.135897387,0.0225025972,-0.309286687,0.1778521432,1,fac4,-1
v000081,0.1073890967,-0.385970753,0.0342882933,0.1494371814,-0.063731868,0.3253994792,0.6621336519,0.4672518774,1,fac7,1
v000082,0.2413586211,-0.309092322,-0.217459996,-0.292565565,-0.556439024,0.0696570594,-0.34208653,0.4329588772,1,fac5,-1
v000083,-0.097677394,-0.265982293,0.3567965283,-0.079592598,0.0044186018,0.097098273,-0.096548452,-0.216639685,1,fac3,1
v000084,0.5002238779,-0.252273904,-0.233450792,-0.503239272,0.2292354476,-0.128499119,-0.072704946,0.0282699773,1,fac4,-1
v000085,0.4478591764,-0.040072166,-0.029513675,0.2389371838,-0.234533089,0.4504196218,-0.001144027,-0.282168366,1,fac6,1
v000086,-0.178394917,0.3939219133,-0.339277206,0.1021775261,0.0169075073,0.2023650582,0.0586885206,-0.175634608,1,fac2,1
v000087,-0.408940676,-0.168094053,0.3318088048,0.012126953,-0.05341787,-0.19649863,0.0026007758,0.0989946747,1,fac1,-1
v000088,-0.014300615,-0.130778052,-0.157865866,-0.335953551,0.8919437118,0.3728308999,0.078345995,0.2691046926,1,fac5,1
v000089,0.1282817367,-0.090082223,-0.155259831,0.1572446019,-0.016800263,-0.013244443,-0.055643802,-0.008924511,0,,
v000090,0.1418307197,0.1511524356,0.094903534,0.5735007203,0.2318281282,0.4828079288,-0.059796749,0.887958333,1,fac8,1
v000091,0.4738086226,-0.097672996,-0.3107369,0.4653036607,0.391491562,0.3960820336,0.0123721614,0.2991093899,1,fac1,1
v000092,0.401910287,0.0105945242,0.2744002985,0.1750175367,-0.102105623,0.0205722973,-0.079473082,0.2872305819,1,fac1,1
v000093,0.1035845783,-0.303917543,0.1023245229,0.0989304751,0.159805189,-0.602008739,0.1319435473,-0.029409415,1,fac6,-1
v000094,0.2459038791,-0.19207422,-0.121015462,0.0459262517,-0.161835434,0.1492531672,0.1301117752,-0.077208042,0,,
v000095,0.1494365895,0.6199257797,-0.569576302,-0.545868027,-0.172348894,0.1329929,0.1390476973,0.0558792059,1,fac2,1
v000096,0.241045692,-0.003538908,-0.004539967,0.0356855349,-0.037809904,0.0135048059,-0.091342161,0.1051831774,0,,
v000097,-0.318266583,-0.018510868,-0.110362983,-0.184643402,0.0250688789,-0.127907768,0.023044598,0.0655595168,1,fac1,-1
v000098,0.1657575112,0.0363068964,0.0154376125,0.1667949935,-0.371248573,-0.107514945,0.0840058176,-0.194233008,1,fac5,-1
v000099,-0.157163775,-0.099664002,0.0868360793,0.0576551541,0.3852368538,-0.083977275,-0.235282315,0.2026262424,1,fac5,1
v000100,0.2349707142,0.4164339156,-0.742613376,0.3286492552,-0.102615467,-0.148902111,0.015914365,0.2135479881,1,fac3,-1
v000101,0.3258712676,-0.413543639,-0.084165019,0.0611526659,-0.384463238,-0.048408044,0.4162210444,0.0852014996,1,fac7,1
v000102,-0.15574396,-0.094327388,-0.058016838,-0.298529138,0.2473348568,0.0142014059,0.2583568011,-0.159911138,0,,
v000103,0.4112831293,0.3404904776,0.1752321248,-0.354641713,-0.130082784,0.0895476813,0.5638359826,-0.522828305,1,fac7,1
v000104,0.2896341554,-0.260383613,0.0682543546,0.005382502,-0.417729566,0.0639964595,0.1972636482,-0.38346902,1,fac5,-1
v000105,-0.50154347,0.3865922428,-0.228216739,0.3684563899,-0.10875493,0.0914355731,-0.222818513,-0.11983065,1,fac1,-1
v000106,0.297055586,-0.831160276,-0.036253966,-0.225095733,-0.352935225,0.4943169134,0.0390673614,-0.235454932,1,fac2,-1
v000107,0.2821178248,0.0254954244,0.1015832585,-0.197468459,-0.224866523,-0.149564569,0.4783195791,0.149788481,1,fac7,1
v000108,-0.472746759,0.6907111514,0.1994522174,0.0227288234,-0.135722635,0.240613821,-0.378377652,-0.166441796,1,fac2,1
v000109,0.5461963411,0.3431877975,-0.149736139,-0.339975023,-0.157226093,-0.201993037,0.0833382089,-0.034309164,1,fac1,1
v000110,-0.653693504,-0.042806415,0.1516644991,0.2052797731,-0.027379109,-0.293937438,-0.109309007,0.318265359,1,fac1,-1
v000111,0.3140306101,-0.024247601,-0.16372976,-0.772533941,0.3538013062,-0.082264608,0.4552687003,0.0474471262,1,fac4,-1
v000112,-0.161366175,-0.035420398,0.0671961268,0.1285478157,0.086043594,-0.308627279,-0.023802408,-0.010958554,1,fac6,-1
v000113,-0.398750213,-0.154112981,-0.05348739,-0.062353751,0.0161630796,-0.143602883,-0.011384397,-0.000712547,1,fac1,-1
v000114,-0.553781684,-0.182523375,-0.187992189,0.0162201238,-0.28566356,0.3113836021,0.0665301164,-0.279471417,1,fac1,-1
v000115,0.4922910672,-0.174085899,0.012528036,-0.184652281,0.0274405531,-0.294725546,0.1872693091,0.3310706906,1,fac1,1
v000116,-0.547546755,0.1433763429,-0.086665771,-0.03963924,0.1511111705,0.0104698984,-0.104659659,0.1091561182,1,fac1,-1
v000117,0.2178183407,-0.118013301,0.2290563245,-0.008230361,0.4286470973,-0.050259478,-0.191367424,-0.038750626,1,fac5,1
v000118,0.6609376522,-0.286556094,-0.239715324,-0.236405058,-0.01675401,-0.091786401,-0.083311747,-0.406747534,1,fac1,1
v000119,0.4028619079,-0.191093027,-0.139155105,0.0745422858,-0.007991194,-0.12594846,-0.07825308,-0.10552357,1,fac1,1
v000120,-0.037794756,0.3086452865,-0.120711648,0.6613047668,-0.170070088,0.0583025518,0.0632547644,0.2532438695,1,fac4,1
v000121,0.2386469681,-0.269509405,0.3021609233,0.1379415932,0.626800858,0.5876252075,0.0359853062,0.4763093122,1,fac5,1
v000122,0.0013462238,-0.244178909,0.0954995896,-0.033843268,-0.283732298,0.2600933166,0.0647546269,0.1033096956,0,,
v000123,0.2513502335,0.3269207629,-0.150939348,-0.217447029,0.1269601132,0.1707771795,-0.143992514,-0.1456974,1,fac2,1
v000124,0.5661641065,0.1799601237,0.102214291,-0.369657538,-0.287014092,-0.247597117,0.1252944537,0.3042758612,1,fac1,1
v000125,0.0687282009,-0.023231608,-0.141714547,-0.010301807,-0.295806482,-0.729234135,-0.396268382,0.1563341389,1,fac6,-1
v000126,-0.535656919,0.6775855534,-0.062780915,-0.191305368,-0.10894907,0.0259523326,-0.089011175,-0.379638197,1,fac2,1
v000127,-0.316786554,0.5726922847,0.2117166821,-0.174229622,0.1520623274,-0.091621651,-0.024710629,-0.024475253,1,fac2,1
v000128,0.1485976262,-0.1918619,0.1131188356,0.0524310441,-0.525685275,-0.089128078,0.0359965998,-0.24772576,1,fac5,-1
v000129,0.4732893217,0.1341527191,-0.058048417,0.2114089965,0.0688295551,0.1776602667,-0.177946629,0.1525754289,1,fac1,1
v000130,0.1227549848,0.2549667294,0.5581552665,-0.122341308,-0.078955527,-0.334034083,0.0230201577,-0.285623656,1,fac3,1
v000131,0.6404518913,0.0990520549,-0.001069812,0.0125060897,0.0457472202,0.0620737705,-0.00408805,0.0332190544,1,fac1,1
v000132,0.4261377878,-0.026687677,0.2212607075,-0.069442501,0.055730752,0.0609371269,0.0069492003,0.0202077889,1,fac1,1
v000133,-0.01933412,-0.500799906,0.0897223666,0.0066141639,-0.139234028,0.9884984788,-0.444391727,0.1621200138,1,fac6,1
v000134,0.3824775721,0.039508198,0.1479181395,-0.06674612,1.0938244456,0.7367673875,-0.294588187,-0.160951547,1,fac5,1
v000135,0.2041238364,-0.171221951,0.0264894376,-0.038293333,0.5967149261,-0.17612053,0.019807874,-0.697696523,1,fac8,-1
v000136,0.3593479519,-0.055410466,0.0206975577,-0.039073822,-0.143160793,-0.12388357,0.0677126665,0.0099736556,1,fac1,1
v000137,0.1929982886,0.1842694571,0.4712420667,-0.107855971,0.0040835033,-0.416974797,-0.293228488,0.0376630862,1,fac3,1
v000138,0.4614722916,0.2929918468,-0.104823153,0.0235526018,0.2015186845,0.1371169275,-0.176399906,-0.227721319,1,fac1,1
v000139,0.4228120454,0.0336303324,0.1079833999,0.1359592161,-0.003113438,-0.254006658,0.6885875879,0.0108918303,1,fac7,1
v000140,-0.205923865,-0.208001737,0.304751404,0.1503311833,-0.122096595,-0.671940094,-0.039386907,0.1244387851,1,fac6,-1
v000141,0.0618481241,-0.078459832,0.070938755,0.0641685891,0.1527340676,-0.501963536,-0.185360052,-0.467014219,1,fac6,-1
v000142,0.221191215,0.1117678347,-0.326560291,-0.339325482,-0.04802723,-0.05477908,-0.130851712,0.1127564465,1,fac4,-1
v000143,-0.002754291,-0.043562343,0.2308454002,0.0677132327,0.2306111935,0.8748818308,0.0426852185,-0.147125205,1,fac6,1
v000144,-0.181178084,-0.143177739,-0.682251696,-0.370097079,0.1873175921,-0.051378557,0.0261544687,-0.123184746,1,fac3,-1
v000145,0.0431011426,1.0170318946,-0.131272587,0.2660452304,0.0293848059,0.2465272707,-0.202021734,-0.188089024,1,fac2,1
v000146,-0.024231303,0.3656661337,0.1336422132,-0.454535985,0.0144056109,0.1220146,0.2761467849,-0.433453992,1,fac4,-1
v000147,0.2895549683,0.1471677066,0.6662930899,-0.410754065,-0.053469964,-0.06958777,-0.100522152,-0.106286658,1,fac3,1
v000148,0.1855921975,-0.119777718,-0.825967477,-0.319358073,-0.13825038,-0.057381275,-0.010760598,0.373945679,1,fac3,-1
v000149,0.0318611019,-0.152518324,0.513536042,0.0322081033,-0.122203515,-0.865959152,-0.251666808,-0.004038173,1,fac6,-1
v000150,0.5981367297,-0.045744678,-0.299357277,-0.243303436,-0.116429142,0.0518460299,-0.085096944,-0.065855858,1,fac1,1
v000151,0.1019793962,-0.259295778,0.1330808225,-0.811348067,-0.022380083,-0.185896112,0.2201126364,0.0172423318,1,fac4,-1
v000152,-0.402595426,0.026406682,-0.09946796,0.0156162405,-0.171197578,0.1521600156,-0.107242262,-0.205253883,1,fac1,-1
v000153,0.2119364021,0.1034682662,0.0557354487,0.0779167245,-0.038934692,-0.074544374,0.043369775,-0.106767156,0,,
v000154,-0.716899859,0.2335552625,-0.245048372,-0.052414498,0.0893194506,0.0173316953,-0.033815939,-0.113375319,1,fac1,-1
v000155,-0.415158946,0.1320407008,-0.011699708,-0.099924991,0.2862560464,0.035933969,-0.123760388,-0.118808068,1,fac1,-1
v000156,-0.081992608,-0.017676309,0.2029042655,0.2464219204,-0.100710971,0.7325243327,-0.377281097,0.3185772377,1,fac6,1
v000157,-0.188312616,-0.332946696,-0.005501767,0.1334165649,-0.112377512,-0.132793567,0.0589911675,-0.354173778,1,fac8,-1
v000158,0.297693051,0.0360573836,0.1439430091,0.0175925862,0.0088426195,-0.006519819,0.0445802964,0.0901614066,0,,
v000159,0.215581175,-0.445011156,0.1318287165,0.3759183432,0.019391169,0.045301909,0.0105055966,-0.476092077,1,fac8,-1
v000160,0.0435578935,-0.25731807,-0.277844071,-0.481830943,0.1875469207,0.1473404106,0.762975228,-0.174875796,1,fac7,1
v000161,0.4821176484,0.0151849918,-0.07290353,-0.105900661,-0.077655567,-0.097149939,-0.07428913,0.0172206073,1,fac1,1
v000162,0.5962440256,-0.160763602,0.0245359128,-0.053546701,0.1229121823,0.1007335927,0.1293147945,-0.181151328,1,fac1,1
v000163,-0.083651215,0.0173216391,-0.466945792,-0.014783182,0.1169522694,0.0087161051,1.0137132468,0.1719499501,1,fac7,1
v000164,0.2756003524,-0.170671598,0.023907939,-0.226501435,-0.154463448,-0.364731642,0.7820585677,0.4580099342,1,fac7,1
v000165,-0.030482437,-0.468522114,-0.024857944,0.3508395684,-0.622186913,0.4995665757,-0.098870364,-0.140527268,1,fac5,-1
v000166,0.4111027443,0.185762149,-0.193103731,0.6952457996,-0.454072424,0.1814066738,0.5409260453,-0.211839644,1,fac4,1
v000167,0.0478844709,0.3902162419,-0.121733565,0.0243270465,0.0042945749,0.0644913666,-0.186631768,0.28830493,1,fac2,1
v000168,-0.003940945,0.7692152818,0.2925169058,-0.067512188,0.0182432412,0.0569569859,-0.335567197,0.2596299297,1,fac2,1
v000169,0.3161968901,0.0088558994,-0.045834042,0.3743222021,0.0691671713,-0.214051384,-0.667536195,-0.226177734,1,fac7,-1
v000170,-0.027861872,-0.173476607,-0.029209269,0.0963091786,-0.280925368,0.0825809354,1.0373451511,0.0408823255,1,fac7,1
v000171,0.1720629048,1.0433517308,-0.082618972,0.0346879106,-0.189744544,0.0771471006,0.1517646016,0.1399149088,1,fac2,1
v000172,0.064455037,0.4829727278,0.6987866115,0.0858888834,0.3234887394,0.5031447827,-0.206753613,0.0087498354,1,fac3,1
v000173,0.2205852146,0.1518989209,-0.001929233,-0.443316445,-0.301637062,-0.12239808,-0.445045355,0.00376525,1,fac7,-1
v000174,-0.627553117,0.0279208738,-0.018064576,0.0402910656,-0.027225655,-0.044672955,0.0665708355,0.2152729677,1,fac1,-1
v000175,-0.641353157,-0.201863736,-0.148205939,-0.038460157,-0.072726163,-0.051951113,-0.272868379,-0.096296389,1,fac1,-1
v000176,0.093103634,0.0164959806,-0.310873161,-0.562359735,0.1530655635,0.1052371299,0.1733015431,-0.150964934,1,fac4,-1
v000177,-0.185596589,-0.232218563,0.1913659083,-0.409361626,-0.237456223,-0.017652868,0.6877194332,0.0426821728,1,fac7,1
v000178,0.0432553142,0.1161659923,0.7359978107,0.3529487722,0.0577801903,0.357160394,-0.109846034,0.1389885746,1,fac3,1
v000179,0.4439564258,-0.131157742,0.0826033242,-0.332816446,-0.002107967,-0.658995111,-0.395744892,0.1640164696,1,fac6,-1
v000180,0.4233416247,-0.339531242,0.1915557146,0.3048307932,-0.0231932,-0.010345439,0.2606399087,0.1005559556,1,fac1,1
v000181,0.6887213036,0.2996341187,0.8067230188,0.0289946357,-0.106823475,-0.215519504,-0.209995748,-0.535040805,1,fac3,1
v000182,0.2478680131,-0.333159706,0.158195848,-0.613875652,0.1109634503,0.3328602046,0.3296728826,-0.190069127,1,fac4,-1
v000183,0.2206769365,1.0346944023,0.1897025418,0.02091785,-0.062313165,0.0028203078,-0.029702093,0.1469641685,1,fac2,1
v000184,0.4590872993,1.2294310418,-0.009452678,-0.014228535,-0.36210436,0.0810318565,-0.251950089,-0.210255565,1,fac2,1
v000185,0.1162148812,0.0892808462,-0.383411653,0.1960806831,0.1535835606,-0.066937997,0.1434964752,0.7772323677,1,fac8,1
v000186,0.2572231221,-0.123986038,-0.365342744,0.0612310113,-0.458747906,-0.01689243,0.1222834761,-0.018058301,1,fac5,-1
v000187,0.0443955995,-0.023471929,-0.331106848,0.2220291375,0.1582390383,-0.314560169,0.7003199354,0.5170775674,1,fac7,1
v000188,0.754393933,0.4141765397,0.0777833035,0.1789142762,-0.125630925,0.3667232273,0.0371304399,0.3462577822,1,fac1,1
v000189,0.3622582146,0.4194153151,-0.390183857,-0.479266462,-0.117472998,-0.103754474,-0.308946498,0.2096664865,1,fac4,-1
v000190,-0.072825518,-0.534521626,-0.128600732,0.0257521891,0.2010799686,-0.235462328,-0.159561138,-0.326171945,1,fac2,-1
v000191,0.4026621136,-0.021646184,-0.303627971,0.1590859155,-0.100444819,0.0737194431,0.0618708063,0.0925563163,1,fac1,1
v000192,-0.575372466,-0.063915273,-0.084894949,0.0134578675,-0.12651221,-0.138227188,-0.119170875,0.2208354055,1,fac1,-1
v000193,0.3516519529,0.154623042,0.6743550315,0.1581976474,-0.001987806,0.0024406998,-0.065933812,0.083194366,1,fac3,1
v000194,-0.076120845,-0.217498569,1.0261848074,0.0295869622,-0.346846597,-0.817645716,-0.066563993,0.222206084,1,fac3,1
v000195,0.0217997068,0.0537541501,0.0067253195,0.3302448179,-0.737998223,-0.211525162,0.110307947,0.5040036135,1,fac5,-1
v000196,0.4481238954,-0.72869404,0.1695280061,0.4244363483,-0.066102404,-0.108078631,-0.432812143,0.1551844472,1,fac2,-1
v000197,-0.179335419,-0.237347197,0.6178015579,0.0875817588,-0.091398335,-0.724079168,-0.202327467,-0.235982767,1,fac6,-1
v000198,0.2260630958,-0.048252591,-0.293813142,0.1843524151,-0.174025081,-0.173087185,0.0759720747,0.1999946402,0,,
v000199,0.0928245131,0.0060081912,-0.229017042,0.4697056264,-0.084395685,0.0735733198,0.1293665468,0.1975396702,1,fac4,1
v000200,0.1900505776,0.2972971761,0.2699995281,0.427999782,-0.345441915,0.3415026863,-0.111238368,-0.517548559,1,fac8,-1
v000201,-0.610154182,0.0145870157,-0.270120561,0.0429857708,-0.02904691,0.2717023335,-0.082970225,0.0355187242,1,fac1,-1
v000202,-0.186564468,-0.074596761,0.9819143518,0.0729607178,-0.126940537,-0.489351294,0.0883985439,-0.201397006,1,fac3,1
v000203,-0.126903556,-0.211874906,-0.283617942,0.5322437663,0.114616108,-0.44616791,0.0919378399,-0.066391666,1,fac4,1
v000204,0.3669320382,0.0781163454,0.0747134768,0.0502111224,0.0538913196,-0.005750975,0.0538212343,-0.289821326,1,fac1,1
