file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8	V1	V2	V3	V4	V5	V6	V7	V8	W1	W2	W3	W4	W5	W6	W7	W8	cross1	cross2	cross3	cross4	cross5	cross6	cross7
t000636	2010/tv_com_2010_22.txt	2010	3	1	0	0	0	0	0	0	18	12	1	5	11	2	9	7	0.3778816077	0.1690747365	-0.949509904	0.0624204644	-0.230962888	0.0041497215	-0.347196957	-0.083721637	0.0584843286	0.6114305305	1.092415374	-0.870101109	0.8922560287	1.4150289573	2.7965387389	3.0468976223	0.2181829682	0.3902526335	0.071452735	-0.403840322	0.3306465704	0.7095893394	1.224670891
t000637	2010/tv_com_2010_23.txt	2010	-1	-1	3	0	0	0	-1	0	5	8	0	7	0	2	-1	2	-0.888962277	0.6563787746	2.1449216508	0.707178473	0.1695691446	1.352440266	-0.897633935	0.4893605442	-0.583234136	0.2492868966	0.2175776561	0.240354697	-0.07067318	0.4527111816	-0.210129155	-0.625150228	-0.736098207	0.4528328356	1.1812496535	0.473766585	0.0494479823	0.9025757238	-0.553881545
t000638	2010/tv_com_2010_24.txt	2010	3	0	1	0	-1	-2	1	0	17	15	3	4	2	1	1	3	0.2746880561	0.148137948	0.8497923434	-0.835705429	-1.291136323	-1.035213871	0.7412452905	-0.128641258	-0.28176699	1.4381529489	1.2487597991	-0.669326668	-0.720948286	1.1483494171	2.2378671183	-0.040989448	-0.003539467	0.7931454485	1.0492760713	-0.752516049	-1.006042305	0.056567773	1.4895562044
t000639	2010/tv_com_2010_25.txt	2010	0	1	0	0	0	0	0	0	6	1	0	0	2	0	1	1	-0.516707008	0.8308804627	-0.721668902	0.156486904	0.0569447666	0.0115622144	-0.137266277	0.4086837455	-0.766782288	0.4690189695	0.3427259938	-0.454017713	1.2021010145	-1.102881002	0.1901149127	-0.400876563	-0.641744648	0.6499497161	-0.189471454	-0.148765405	0.6295228906	-0.545659394	0.0264243179
t000640	2010/tv_com_2010_26.txt	2010	1	0	1	0	0	-1	0	0	11	10	0	1	-8	-1	-2	4	-0.43843256	0.3908925386	0.5891574209	0.0893821173	-0.697760166	-0.170389786	-0.097686754	0.1689129593	-0.623414078	1.0015416724	2.0626367138	-0.31873003	0.7893949083	0.9068709141	0.4754453795	-2.747309641	-0.530923319	0.6962171055	1.3258970674	-0.114673956	0.0458173712	0.3682405641	0.1888793128
t000641	2010/tv_com_2010_27.txt	2010	1	0	1	0	0	-1	0	0	1	9	1	0	4	-1	4	0	-0.43843256	0.3908925386	0.5891574209	0.0893821173	-0.697760166	-0.170389786	-0.097686754	0.1689129593	-0.130008856	0.572859127	0.8709725149	-0.017492324	0.1061743189	-1.116737145	-0.784605735	0.6008618768	-0.284220708	0.4818758328	0.7300649679	0.0359448966	-0.295792924	-0.643563466	-0.441146245
t000642	2010/tv_com_2010_29.txt	2010	1	0	0	0	0	0	0	0	2	3	-2	8	0	-3	3	0	-0.516956231	0.0840319263	-0.277499388	0.1337822886	0.1643915201	0.0580451977	-0.150759096	0.002081782	-0.523993206	0.0962081922	0.6083635335	1.8253768662	0.8941594239	-0.941404094	-0.530837445	-0.357670942	-0.520474719	0.0901200593	0.1654320728	0.9795795774	0.529275472	-0.441679448	-0.340798271
t000643	2010/tv_com_2010_30.txt	2010	-1	0	0	0	-1	1	0	0	2	9	1	18	1	2	-2	0	-0.875120392	0.541757693	-0.323151602	-0.177446621	1.27084951	0.7669844677	0.1045616178	0.2283389327	-0.313085363	0.1115926504	-1.028180755	2.1141290164	-1.332283699	0.8121409266	-0.5443685	-0.293013696	-0.594102878	0.3266751717	-0.675666179	0.9683411977	-0.030717095	0.7895626972	-0.219903441
t000644	2010/tv_com_2010_31.txt	2010	0	0	0	0	-1	-1	1	0	3	3	-3	7	3	0	-4	-2	-0.698424231	0.5030830619	0.2109765359	-0.697238818	-0.141076982	-0.799366395	0.8981036278	0.1969329471	-1.654264351	0.2451120825	-0.555253561	0.8740021675	-0.240346244	-1.215680066	-0.470411937	-0.266066757	-1.176344291	0.3740975722	-0.172138513	0.0883816748	-0.190711613	-1.007523231	0.2138458454
t000645	2010/tv_com_2010_32.txt	2010	1	-1	0	0	-2	0	0	0	3	2	-2	4	6	4	-3	-1	-0.670466629	-0.246641002	0.3264942271	-0.899042899	0.4362045987	0.7911452081	0.6144804801	-0.511833169	-1.521965221	-0.172871883	-0.954075552	-0.478304653	-0.168963007	-1.070978868	-0.300445959	0.4461848949	-1.096215925	-0.209756443	-0.313790662	-0.688673776	0.1336207959	-0.13991683	0.1570172606
t000646	2010/tv_com_2010_35.txt	2010	1	-1	0	0	0	1	0	0	3	6	2	9	7	1	0	4	-0.649640924	-0.523479602	0.0031323608	0.28923131	1.2481284919	0.4689235218	-0.333285845	-0.206674101	-0.243691271	0.7341988714	-1.097229523	0.2957086166	0.5310106203	0.4467388174	-0.658216895	1.1337487283	-0.446666098	0.1053596347	-0.547048581	0.2924699633	0.8895695561	0.4578311696	-0.49575137
t000647	2010/tv_com_2010_36.txt	2010	-1	0	0	0	-1	0	0	1	17	-2	0	9	3	2	2	2	-0.886933895	0.48828366	0.0057798731	0.3839104749	0.2530382834	0.6968664868	1.2393957867	0.5024197574	-0.863335047	0.2006834676	-0.21054378	0.2249757312	1.1439564954	0.0316391621	2.8788575502	-0.061926629	-0.875134471	0.3444835638	-0.102381953	0.3044431031	0.6984973894	0.3642528245	2.0591266685
t000648	2010/tv_com_2010_37.txt	2010	-2	0	0	-1	1	0	0	0	12	6	-2	4	2	0	3	6	-1.484203073	0.2678467614	-0.096570348	0.4337733928	0.3281146257	-0.141130679	-0.431135125	1.3308036673	-0.692651601	0.3668910765	1.1730407147	-0.224446633	1.7590705905	0.8025901031	1.0836792543	0.2628564246	-1.088427337	0.317368919	0.5382351834	0.1046633799	1.0435926081	0.3307297121	0.3262720647
t000649	2010/tv_com_2010_38.txt	2010	2	0	0	0	-1	0	-1	-1	8	8	2	7	1	3	-2	4	-0.510261167	0.0765583251	-0.532060156	-0.931626067	-0.204573644	0.9458719477	-1.14767884	-0.805720229	-0.419735285	0.6546552746	-0.199453836	-0.392607143	0.1185745545	1.0957436712	0.2604728895	-0.546101421	-0.464998226	0.3656067999	-0.365756996	-0.662116605	-0.042999545	1.0208078095	-0.443602975
t000650	2010/tv_com_2010_39.txt	2010	0	1	1	0	0	0	-1	0	6	8	1	8	4	2	-2	4	-0.482444027	1.0370786981	-0.225602467	0.4537252929	-0.369570645	0.9850827531	-0.708702015	0.4090748277	-0.595006353	0.6911816103	-0.556183978	-0.063053972	0.1897441712	0.8555421424	-0.194745083	0.29561239	-0.53872519	0.8641301542	-0.390893223	0.1953356605	-0.089913237	0.9203124478	-0.451723549
t000651	2010/tv_com_2010_40.txt	2010	2	0	1	0	0	0	-1	-1	7	0	-2	12	0	1	7	0	-0.338444276	0.2043671867	0.053173337	-0.308490055	-0.220602883	0.7372883763	-1.687995073	-0.469454041	-0.218615175	-0.92816257	0.5989615081	1.8424786764	0.864370527	-0.414299631	1.1608306109	-0.075206938	-0.278529726	-0.361897692	0.3260674226	0.7669943107	0.321883822	0.1614943727	-0.263582231
t000652	2010/tv_com_2010_41.txt	2010	0	0	0	-1	0	1	0	0	11	0	-2	6	0	-1	1	7	-0.649582413	-0.156835107	-0.446010564	-0.002877436	1.050695743	0.5579252671	-0.455721983	0.9005203084	-0.806231048	0.4217182228	0.5048482374	0.1813537254	2.7495682425	0.7601675672	0.734045083	-0.536352773	-0.727906731	0.1324415579	0.0294188367	0.0892381447	1.9001319928	0.6590464172	0.13916155
t000653	2010/tv_com_2010_42.txt	2010	1	0	-1	0	0	0	-1	0	10	0	1	10	-4	4	-5	3	-0.971262062	-0.160961261	-1.03577704	0.2262247063	-0.29846252	0.7645866829	-0.350317872	-0.398611397	-0.880280164	0.2067098308	-0.714855085	0.0300336503	0.6538703059	0.9428972222	0.8075956317	-2.262591272	-0.925771113	0.0228742849	-0.875316063	0.1281291783	0.177703893	0.8537419526	0.2286388799
t000654	2010/tv_com_2010_43.txt	2010	2	0	1	0	0	0	1	1	10	1	-4	8	-6	-1	1	4	0.3894930366	-0.026315728	0.4942779726	0.7181396437	0.3937861158	-0.359160589	0.8746461313	0.5464316118	-0.953892067	-0.216154344	1.3654918178	1.1262360543	2.0009573702	0.5266570291	0.7487872753	-1.915256665	-0.282199515	-0.121235036	0.9298848952	0.922187849	1.197371743	0.0837482201	0.8117167033
t000655	2010/tv_com_2010_45.txt	2010	6	0	1	0	0	0	0	0	16	4	2	3	5	2	-1	4	1.2183092013	-0.793381906	-0.030062348	0.079402875	-0.297285256	0.1791805695	-0.686582043	-0.618051724	-0.85403936	1.1581046644	-0.178925347	-1.213929635	0.8406534956	0.4300413525	2.0649633807	0.2169367496	0.1821349207	0.1823613792	-0.104493848	-0.56726338	0.2716841198	0.304610961	0.6891906689
t000656	2010/tv_com_2010_47.txt	2010	0	0	1	0	0	0	0	0	3	2	2	5	0	0	1	7	-0.570868031	0.5302295466	0.425619656	0.2675357541	0.2785300524	0.1940055554	-0.266720684	0.3667590401	0.0885735358	0.6115160105	-0.120336033	-0.109371183	2.2894400526	0.7672772895	-0.962895692	-0.636323015	-0.241147248	0.5708727786	0.1526418115	0.0790822856	1.2839850525	0.4806414225	-0.614808188
t000657	2010/tv_com_2010_48.txt	2010	1	0	0	-1	-1	0	-1	1	1	10	-2	3	1	0	0	0	-0.500753621	-0.352521675	-0.282193147	0.2012265572	-0.473570874	1.6674405653	0.578015787	0.6745908998	-0.838563567	0.1991795684	0.8703601038	0.3587795415	-0.260282133	-0.568659733	-1.045124812	-0.21384237	-0.669658594	-0.076671053	0.2940834784	0.2800030494	-0.366926504	0.5493904162	-0.233554513
t000658	2010/tv_com_2010_49.txt	2010	4	0	0	-1	-1	0	0	0	0	13	0	9	0	3	-1	1	0.4499091884	-0.860190991	-0.468375251	-0.795835538	-0.179303576	0.5281905314	-0.142240982	0.074544788	-0.348376102	-0.037345562	0.2181004399	0.6332045186	-1.130843812	0.6853627315	-1.22438583	-0.383668744	0.0507665432	-0.448768277	-0.125137406	-0.08131551	-0.655073694	0.6067766315	-0.683313406
t000659	2010/tv_com_2010_50.txt	2010	0	0	-1	-1	-1	0	0	0	3	4	-2	2	1	1	-3	1	-0.987160039	-0.203379068	-0.791759292	-0.772811605	0.1864039822	0.4045843286	0.3236050722	0.5305431669	-1.282037241	0.2803865722	0.0955232945	-0.273257175	0.5554293197	-0.651284133	-0.754628874	-0.698109009	-1.13459864	0.0385037521	-0.348117999	-0.52303439	0.370916651	-0.123349902	-0.215511901
t000660	2010/tv_com_2010_51.txt	2010	2	0	0	0	-1	0	1	0	13	0	3	14	9	4	-1	2	0.0637289141	-0.019385656	-0.180402231	-0.613151621	0.5473055815	-0.442383547	0.519139018	-0.097626354	-0.650302265	0.5823201645	-2.162197457	0.262427349	0.0403865169	0.4436210085	2.0279969515	1.2036426014	-0.293286675	0.2814672543	-1.171299844	-0.175362136	0.2938460492	0.0006187308	1.2735679848
t000661	2010/tv_com_2010_52.txt	2010	0	-2	0	0	-1	-1	0	0	8	11	-1	5	4	-1	0	8	-1.505336512	-0.56880767	1.1201039574	-0.485096686	-0.178929765	0.1385722452	0.6255745199	-0.488151774	-0.613423524	1.0345418599	0.6229332948	-0.231376727	1.4363773585	1.4641537378	-0.297319081	0.7432720379	-1.059380018	0.232867095	0.8715186261	-0.358236707	0.6287237968	0.8013629915	0.1641277195
t000662	2010/tv_com_2010_53.txt	2010	1	1	0	0	-1	0	0	0	11	25	2	6	16	0	7	3	-0.146043288	0.7080654039	-0.755677353	-0.395606602	-0.004825898	0.3511644816	0.1471345805	0.1088245607	0.0927459486	1.4178218399	0.9255577057	-0.163625958	-1.869726929	0.9498396531	1.2134628072	4.4684024374	-0.02664867	1.0629436219	0.0849401763	-0.27961628	-0.937276414	0.6505020674	0.6802986939
t000663	2010/tv_com_2010_55.txt	2010	1	3	1	0	-1	-1	0	1	12	5	0	6	0	3	2	3	0.6833184709	1.9326803378	-0.839806863	0.2508467506	-1.411299754	0.316628399	0.9830621198	1.0683811884	-0.513923648	0.0295521624	0.6853797889	-0.235969279	0.6167577439	0.6291097244	1.5169113983	-0.528444702	0.0846974114	0.9811162501	-0.077213537	0.0074387358	-0.397271005	0.4728690617	1.2499867591
t000664	2010/tv_com_2010_56.txt	2010	2	-1	1	0	-1	-1	0	1	10	12	0	3	0	3	-4	4	-0.212267036	-0.392908082	1.1647121953	0.2540947286	-0.693605085	0.5099728248	1.1390215237	-0.065621284	-0.998403596	0.8007912222	0.618993375	-1.052773833	-0.215495066	1.1821364501	0.3640310747	-0.813541757	-0.605335316	0.2039415701	0.8918527852	-0.399339552	-0.454550076	0.8460546375	0.7515262992
t000665	2010/tv_com_2010_57.txt	2010	2	0	0	2	-1	0	0	0	10	0	0	10	2	3	1	4	-0.145911088	0.7216249499	-0.301561016	0.2113155054	0.2825928462	0.1266780077	0.4054996754	-1.698962294	-0.569253	-0.083112659	-0.494882694	0.2508165117	1.2675484402	0.6602667532	1.1114170242	-0.160403142	-0.357582044	0.3192561455	-0.398221855	0.2310660086	0.7750706432	0.3934723805	0.7584583498
t000666	2010/tv_com_2010_58.txt	2010	4	-3	0	0	1	0	0	0	4	7	1	6	-3	-1	3	4	-0.590171414	-2.254300533	1.0130706034	0.5864064685	0.4525332273	-0.144578951	-0.545615304	-1.082000051	0.175257294	0.4047384961	1.0621498285	0.7162275314	1.1331708276	0.5541885633	-0.492374329	-1.058176807	-0.20745706	-0.924781018	1.037610216	0.651317	0.7928520275	0.2048048062	-0.518994817
t000667	2010/tv_com_2010_59.txt	2010	-1	0	1	0	0	0	0	0	10	2	0	14	4	-1	1	0	-0.869064236	0.7508314554	0.5015666565	0.2988912339	0.3744992706	0.1964763863	-0.196743791	0.5308941675	-0.705749373	0.4974625191	-0.660407686	1.8268090588	0.1673854552	-0.259450226	1.3473782992	0.3470551661	-0.787406805	0.6241469873	-0.079420515	1.0628501464	0.2709423629	-0.03148692	0.5753172541
t000668	2010/tv_com_2010_60.txt	2010	-1	0	0	0	-1	0	1	0	-1	7	-3	8	3	-1	0	0	-0.830859702	0.6424200699	0.047438771	-0.519085181	0.8352132358	-0.434971054	0.7290696976	0.3947790278	-0.94009757	0.0183158296	0.0803794146	1.3645577706	0.0347344582	-0.672086294	-1.371836933	0.3580012417	-0.885478636	0.3303679498	0.0639090928	0.4227362948	0.434973847	-0.553528674	-0.321383618
t000669	2010/tv_com_2010_61.txt	2010	-1	1	0	0	-1	0	0	0	9	12	-1	1	1	-2	0	8	-0.742435699	1.1492692214	-0.603783351	-0.332895642	0.1871125382	0.3561061435	0.2870883669	0.4370948155	-0.613164892	1.249200662	1.4627506727	-0.617353221	1.6417462915	1.3164795967	-0.243415243	-0.05973017	-0.677800296	1.1992349417	0.4294836609	-0.475124432	0.9144294149	0.8362928701	0.021836562
t000670	2010/tv_com_2010_62.txt	2010	1	0	0	0	0	-2	1	1	1	4	2	7	0	9	2	3	-0.484509043	0.1312202702	0.4220224604	0.3535008241	-1.289055981	-1.214028305	1.6085831525	0.4426027019	0.1728081022	-1.113602572	-0.472873819	-0.845580679	0.101529491	0.8961056445	-0.516185281	-0.534491864	-0.15585047	-0.491191151	-0.025425679	-0.246039927	-0.593763245	-0.15896133	0.5461989358
t000671	2010/tv_com_2010_63.txt	2010	1	0	0	0	-1	1	0	0	11	3	-1	18	-2	-1	-1	5	-0.278727982	0.1005538755	-0.475045603	-0.240157581	1.0789110737	0.7620428058	-0.035392169	-0.099931322	-0.586231714	0.4005432819	-0.293317963	2.1816223085	1.1474483926	1.5934182496	0.9330719851	-0.973182622	-0.432479848	0.2505485787	-0.384181783	0.9707323638	1.1131797332	1.1777305277	0.4488399081
t000672	2010/tv_com_2010_64.txt	2010	2	0	1	-1	0	0	-1	0	12	5	-2	6	-3	0	4	5	-0.184687756	-0.310575788	0.1376466358	0.0848518364	-0.448079105	1.1645796339	-0.928100684	0.5389301824	-0.432016179	-0.013804385	1.6736157958	0.4240920717	1.6906706163	0.8825199127	1.2691955785	-0.913258765	-0.308351968	-0.162190087	0.9056312158	0.2544719541	0.6212957557	1.0235497733	0.1705474473
t000673	2010/tv_com_2010_65.txt	2010	2	0	0	-1	-1	0	1	-1	8	1	5	18	0	5	2	4	-0.090409029	-0.264850764	-0.274822352	-1.636120235	0.5948098125	-0.598705348	-0.512613284	0.2951743132	0.6345671085	-0.121666111	-1.428811093	1.1114536091	0.3823900668	1.6497501646	1.0133424816	-0.633799704	0.2720790398	-0.193258438	-0.851816723	-0.262333313	0.4885999397	0.5255224083	0.2503645988
t000674	2010/tv_com_2010_66.txt	2010	2	1	1	1	0	-1	1	-1	11	2	-1	5	4	4	-1	6	0.2144739782	1.2308777087	0.0397262147	-0.538806522	-0.324984408	-1.4891367	-0.598544854	-0.560988507	-1.023727576	0.1378318405	-0.346000819	-1.045091213	1.5474370326	0.9150351721	0.9145324084	0.2427008578	-0.404626799	0.6843547746	-0.153137302	-0.791948868	0.6112263123	-0.287050764	0.1579937772
t000675	2010/tv_com_2010_68.txt	2010	0	1	0	0	0	-1	0	0	5	7	-4	1	3	-1	8	-2	-0.682467743	0.9121453635	-0.482184137	0.0096887471	-0.823376234	-0.350362296	0.1017445461	0.3749727922	-0.680136171	-0.523035045	2.0457170334	0.7048490444	0.2917092811	-1.646826253	0.5424194461	0.840050649	-0.681301957	0.1945551593	0.7817664482	0.3572688958	-0.265833476	-0.998594275	0.3220819961
t000676	2010/tv_com_2010_69.txt	2010	0	1	0	1	0	0	2	0	18	2	-2	6	6	1	-2	1	-0.096473447	1.2498794563	-0.454484276	0.0816194586	1.036300214	-1.803984538	0.7696571924	0.1083933969	-1.781535065	0.7598911901	-0.197758467	-0.248295951	0.4396312655	-0.31368629	2.7227190363	0.4801244469	-0.939004256	1.0048853232	-0.326121372	-0.083338246	0.7379657398	-1.058835414	1.7461881144
t000677	2010/tv_com_2010_70.txt	2010	3	1	0	0	0	1	0	0	6	8	1	2	-1	-2	-1	4	0.5436423422	0.0878098358	-1.18899467	0.2092186213	0.6493581124	0.3660742315	-0.58620778	-0.050010683	-0.449650926	1.2149420806	0.8252523195	-0.102371906	1.0229442801	0.26127972	-0.461486388	-0.986623601	0.0469957081	0.6513759582	-0.181871175	0.0534233577	0.8361511963	0.3136769758	-0.523847084
t000678	2010/tv_com_2010_71.txt	2010	2	-2	1	0	0	0	0	0	5	2	3	7	3	6	5	2	-0.571366476	-0.963467526	1.3139586841	0.2221265233	0.4934235595	0.2869715218	-0.293706322	-0.446444887	0.3346347668	-0.584797795	-0.403059816	-0.392618034	0.4229894079	0.1894928501	0.5919198427	0.2585944143	-0.118365855	-0.774132661	0.4554494341	-0.085245755	0.4582064837	0.238232186	0.1491067604
t000679	2010/tv_com_2010_72.txt	2010	2	0	0	0	-2	0	-1	0	2	6	-2	6	0	8	-2	3	-0.283846421	0.0396062412	-0.400674896	-0.74420884	-0.307865317	1.5797515749	0.1025222563	-0.633652509	-0.899343208	-1.026838877	-0.18745693	-0.863041433	-0.015839988	0.8916769099	-0.738958922	-0.610974353	-0.591594815	-0.493616318	-0.294065913	-0.803625137	-0.161852653	1.2357142424	-0.318218333
t000680	2010/tv_com_2010_75.txt	2010	5	-1	0	0	-1	0	0	-1	8	2	0	2	-1	2	1	1	0.2959034455	-1.092096553	-0.108679036	-1.211882045	0.1556193992	0.1473822571	-0.915628189	-1.340441399	-0.669337018	0.0790440587	0.622251853	-0.420268843	0.8100438793	-0.490600412	0.7114818912	-1.08257602	-0.186716786	-0.506526247	0.2567864085	-0.816075444	0.4828316393	-0.171609077	-0.102073149
t000681	2010/tv_com_2010_76.txt	2010	1	1	-1	-1	-1	0	0	1	16	12	-1	27	-1	4	5	4	-0.236571174	-0.032473283	-1.298376098	-0.104662696	-0.250471434	0.6449662124	1.0929674503	0.9166666537	0.1313614453	-0.772284436	0.4000031534	2.9761956333	-0.976971763	3.1530227901	2.7426358223	0.2339658164	-0.052604864	-0.40237886	-0.449186472	1.4357664687	-0.613721599	1.8989945013	1.9178016363
t000682	2010/tv_com_2010_77.txt	2010	-3	1	0	0	-1	0	0	0	10	1	0	1	5	3	-2	0	-1.338828109	1.5904730389	-0.45188935	-0.270184683	0.3790509744	0.3610478055	0.4270421533	0.7653650703	-1.332523538	0.4669171338	-0.448942989	-1.111660878	0.3494683705	-0.95870986	1.1313725007	0.0272861144	-1.335675824	1.0286950864	-0.45041617	-0.690922781	0.3642596725	-0.298831027	0.779207327
t000683	2010/tv_com_2010_78.txt	2010	0	0	0	1	0	-2	0	0	9	14	2	1	4	1	4	3	-1.146483194	0.8473676778	0.2823905543	0.186354816	-1.410295267	-0.79881772	0.5331684006	-0.601797443	-0.007528794	0.8539233217	1.3189232491	-0.759834155	-0.186545464	0.4412317039	0.6802866448	0.7620185855	-0.577005994	0.8506454998	0.8006569017	-0.28673967	-0.798420366	-0.178793008	0.6067275227
t000684	2010/tv_com_2010_79.txt	2010	0	0	0	0	0	0	0	0	13	-2	1	2	-1	-3	0	1	-0.815152436	0.3046338351	-0.201552388	0.1651377684	0.2603607383	0.0605160286	-0.080782203	0.1662169094	-0.847647044	1.2023626665	0.5006584429	0.1573374464	1.6798055431	-1.050207945	1.587056531	-1.433993926	-0.83139974	0.7534982508	0.1495530275	0.1612376074	0.9700831407	-0.494845958	0.753137164
t000685	2010/tv_com_2010_80.txt	2010	0	0	0	0	0	0	0	0	7	15	0	1	4	0	2	8	-0.815152436	0.3046338351	-0.201552388	0.1651377684	0.2603607383	0.0605160286	-0.080782203	0.1662169094	-0.237289396	0.9962153502	1.309029334	-0.955185411	1.059537879	1.4957627423	-0.472033248	0.9303031843	-0.526220916	0.6504245927	0.553738473	-0.395023821	0.6599493087	0.7781393855	-0.276407726
t000686	2010/tv_com_2010_81.txt	2010	0	1	1	0	0	0	0	0	1	6	3	12	1	1	8	1	-0.272422603	1.0564761743	-0.094496859	0.2588848896	0.0751140808	0.1450517412	-0.323204758	0.6092258762	0.9584116236	-0.315256936	0.2464081749	1.6893662533	0.1351522057	0.1088838851	-0.226097011	0.2758036044	0.3429945103	0.3706096192	0.075955658	0.9741255715	0.1051331433	0.1269678132	-0.274650885
t000687	2010/tv_com_2010_82.txt	2010	0	0	1	1	0	-1	0	0	4	6	1	16	4	-3	8	6	-0.736438054	0.9916984886	0.6700778326	0.4355509585	-0.511804952	-0.303403683	0.1082190961	-0.367544359	0.7369352996	0.2931721092	0.1076606308	2.4678694503	1.6209815556	1.0888071359	-0.183607341	1.3522461351	0.0002486228	0.6424352989	0.3888692317	1.4517102044	0.5545883018	0.3927017265	-0.037694122
t000688	2010/tv_com_2010_83.txt	2010	-1	1	1	0	-1	-1	0	0	15	14	2	6	15	-7	6	6	-0.663912027	1.4561298337	0.2628734578	-0.377295813	-0.675039148	0.1276711603	0.3401607092	0.6039259928	-0.150535057	2.5413960643	0.5006654726	0.6182577153	0.9641680705	0.3820240188	1.6177333996	3.7883453918	-0.407223542	1.998762949	0.3817694652	0.1204809512	0.1445644613	0.2548475896	0.9789470544
t000689	2010/tv_com_2010_84.txt	2010	2	0	0	0	0	0	0	0	4	2	-1	17	4	4	0	3	-0.218760026	-0.136569982	-0.353446389	0.1024268087	0.068422302	0.0555743667	-0.220735989	-0.162053345	-0.571906661	-0.584128481	-1.419116678	1.3973325955	0.339742861	0.927060586	-0.033771685	0.5562006154	-0.395333344	-0.360349232	-0.886281534	0.7498797021	0.2040825815	0.4913174764	-0.127253837
t000690	2010/tv_com_2010_85.txt	2010	3	0	0	0	-1	0	0	0	3	0	0	1	1	2	-3	2	0.1519036945	-0.259385041	-0.387454839	-0.449666697	0.0066516374	0.3951766338	0.0636648684	-0.46191253	-1.003253889	0.3436298874	-0.447628331	-0.793168463	1.1739033302	-0.658952415	-0.707207768	-0.944708799	-0.425675097	0.0421224232	-0.417541585	-0.62141758	0.5902774838	-0.131887891	-0.32177145
t000691	2010/tv_com_2010_87.txt	2010	0	0	0	0	0	0	0	0	4	1	-1	3	0	8	-1	1	-0.815152436	0.3046338351	-0.201552388	0.1651377684	0.2603607383	0.0605160286	-0.080782203	0.1662169094	-0.923553764	-1.010374016	-0.258973702	-1.232464826	0.267570139	-0.093860838	0.0269928304	-0.913616772	-0.8693531	-0.35287009	-0.230263045	-0.533663529	0.2639654387	-0.016672405	-0.026894686
t000692	2010/tv_com_2010_88.txt	2010	1	0	0	-1	0	0	0	0	3	3	1	2	2	3	2	-1	-0.517146942	-0.296172115	-0.2824728	-0.181031073	0.0744055248	0.1935299262	-0.286688053	0.7026742276	-0.418324093	-0.126414826	0.1045382014	-0.375392835	0.067446799	-1.072444197	-0.049117555	-0.289762127	-0.467735518	-0.211293471	-0.088967299	-0.278211954	0.0709261619	-0.439457135	-0.167902804
t000693	2010/tv_com_2010_90.txt	2010	2	1	0	0	-3	-1	0	0	7	2	-2	14	-1	4	1	1	0.1313272124	0.7643020957	-0.508262487	-1.615236291	-0.912719009	0.6709153369	1.0249240129	-0.360469635	-0.697173053	-0.868503544	-0.199459566	1.294152467	0.1545483575	0.5375172729	0.7762714828	-0.696551736	-0.28292292	-0.052100724	-0.353861027	-0.160541912	-0.379085326	0.6042163049	0.9005977479
t000694	2010/tv_com_2010_91.txt	2010	2	0	2	2	-1	0	1	0	9	6	6	2	2	4	1	-1	0.5526791483	1.1922138492	1.0838886791	0.2212710733	0.7636162006	-0.446373951	0.4191199696	-1.097726984	0.1079177001	0.8024701672	-0.15861477	-1.055425414	-0.821086284	-0.468227614	1.2325318602	-0.628452067	0.3302984242	0.9973420082	0.4626369546	-0.41707717	-0.028735042	-0.457300783	0.8258259149
t000695	2010/tv_com_2010_92.txt	2010	1	0	0	0	0	0	0	0	7	7	2	8	5	-1	-1	7	-0.516956231	0.0840319263	-0.277499388	0.1337822886	0.1643915201	0.0580451977	-0.150759096	0.002081782	-0.290717984	1.3463108081	-0.577829488	0.1127378054	1.3425685292	1.1763100257	-0.299975695	0.6222526397	-0.403837108	0.7151713672	-0.427664438	0.123260047	0.7534800247	0.6171776117	-0.225367396
t000696	2010/tv_com_2010_93.txt	2010	2	0	0	0	-1	-1	0	0	4	14	0	-1	1	-2	0	-1	-0.312053245	0.0424817682	-0.072023073	-0.565109374	-0.777700145	0.0357229548	0.372652585	-0.331488356	-0.695198714	1.0965984482	1.5010207188	-0.059721531	-0.79102873	-0.863974395	-0.525060245	-0.343266445	-0.50362598	0.5695401082	0.7144988229	-0.312415453	-0.784364438	-0.41412572	-0.07620383
t000697	2010/tv_com_2010_94.txt	2010	0	0	0	-1	0	0	0	-1	6	6	-1	1	11	0	2	3	-0.969290379	0.0591687276	-0.295972509	-0.857830846	0.3078649693	-0.095805772	-1.112534506	0.559017577	-0.947112342	0.724341744	-0.166295024	-0.706130488	0.9342120975	-0.68706987	0.0295867857	2.2395019027	-0.958201361	0.3917552358	-0.231133767	-0.781980667	0.6210385334	-0.391437821	-0.54147386
t000698	2010/tv_com_2010_95.txt	2010	3	1	0	0	0	0	0	-1	0	32	-1	-2	0	-1	2	1	0.2239343761	0.3038136703	-1.038956614	-0.645734788	-0.093472661	-0.287656808	-1.243020302	-0.391513415	-0.148740322	0.9703754759	3.3243841749	-0.240378136	-2.507362036	0.7881704946	-1.830233899	0.3780926422	0.037597027	0.6370945731	1.1427137805	-0.443056462	-1.300417349	0.2502568433	-1.536627101
