file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8	V1	V2	V3	V4	V5	V6	V7	V8	W1	W2	W3	W4	W5	W6	W7	W8	cross1	cross2	cross3	cross4	cross5	cross6	cross7
t000225	1970/tv_com_1970_20.txt	1970	0	0	0	0	0	0	0	0	0	4	-1	7	1	2	3	3	-0.815152436	0.3046338351	-0.201552388	0.1651377684	0.2603607383	0.0605160286	-0.080782203	0.1662169094	-0.204985335	-0.488143148	0.1845194041	0.5385998085	1.0100210794	0.1037266776	-1.032830245	-0.023097581	-0.510068886	-0.091754656	-0.008516492	0.3518687885	0.6351909089	0.0821213531	-0.556806224
t000226	1970/tv_com_1970_21.txt	1970	0	-1	0	0	-1	-1	1	0	5	8	0	2	-1	8	1	1	-0.996869659	-0.023163566	0.7310930506	-0.688587953	0.0623389892	-0.750412581	0.9545877021	-0.045533889	-0.474295559	-0.848620117	0.6986169965	-1.335942277	-0.553196342	0.4015411301	0.2183474649	-0.826287161	-0.735582609	-0.435891842	0.7148550236	-1.012265115	-0.245428676	-0.174435725	0.5864675835
t000227	1970/tv_com_1970_22.txt	1970	2	0	0	0	-2	-1	0	0	3	2	2	3	0	6	-1	2	-0.23958573	0.1402686181	-0.030084523	-1.0858474	-0.743501591	0.377796053	0.7270303361	-0.467212414	-0.368341978	-0.248295658	-0.48466379	-1.112279635	0.427743113	0.0568327333	-0.36521347	-1.014277519	-0.303963854	-0.05401352	-0.257374157	-1.099063518	-0.157879239	0.2173143932	0.1809084331
t000228	1970/tv_com_1970_23.txt	1970	0	0	0	-1	0	0	0	0	3	2	1	2	0	11	5	0	-0.815343148	-0.075570206	-0.206525799	-0.149675593	0.1703747429	0.1960007572	-0.21671116	0.8668093551	0.0091565069	-1.785469172	0.2622074758	-1.572292166	-0.148800323	-0.146440924	0.4544407375	-0.508883281	-0.403093321	-0.930519689	0.0278408384	-0.86098388	0.0107872099	0.0247799166	0.1188647888
t000229	1970/tv_com_1970_24.txt	1970	1	-1	0	0	0	0	0	0	4	8	7	5	3	2	3	-1	-0.815401659	-0.442214701	0.2426171263	0.1424331531	0.3678074918	0.1069990119	-0.094275022	-0.240385054	0.6903353914	0.9157946452	-0.321996614	-0.071282868	-0.949974424	-0.485280271	0.2198662422	-0.080294908	-0.062533134	0.2367899721	-0.039689744	0.0355751425	-0.291083466	-0.18914063	0.0627956101
t000230	1970/tv_com_1970_25.txt	1970	1	0	0	0	0	2	0	0	4	4	1	3	2	7	-2	0	-0.185434762	-0.078497875	-0.756468919	0.4273786024	1.9250335204	0.7818942176	-0.628780743	0.0695036887	-0.786478246	-0.34365692	-0.564461209	-1.215944015	-0.483315325	-0.233611656	-0.01794347	-0.553924682	-0.485956504	-0.211077398	-0.660465064	-0.394282706	0.7208590977	0.2741412808	-0.323362107
t000231	1970/tv_com_1970_26.txt	1970	2	0	0	-2	2	-1	1	0	0	4	1	13	0	1	2	1	-0.319815788	-0.991889388	-0.076679939	0.1726375779	-0.61558307	-1.559557894	-0.576841326	1.677019756	0.0727332968	-0.188171025	-0.461317923	1.7123504563	0.1730226762	0.1240087321	-0.832388271	-0.419642868	-0.123541246	-0.590030207	-0.268998931	0.9424940171	-0.221280197	-0.717774581	-0.704614799
t000232	1970/tv_com_1970_27.txt	1970	0	0	0	-1	-2	0	0	0	-1	6	-1	3	-1	4	5	-1	-0.670408118	0.1200034937	-0.122648698	-1.191151645	0.2387718498	0.8801469534	0.4920443421	0.5953612401	-0.116164106	-1.053193669	1.0405471676	0.1210326622	-0.111704338	-0.751439993	-0.757633016	-0.477367813	-0.393286112	-0.466595088	0.4589492348	-0.535059491	0.0635337559	0.0643534802	-0.132794337
t000233	1970/tv_com_1970_28.txt	1970	3	0	3	0	0	-1	1	0	2	13	3	4	-2	-1	4	0	0.8565500872	0.4202776204	1.8227131151	0.0366267256	-0.408675248	-0.748383406	-0.224020246	0.4418780144	0.4965715949	0.6700025476	1.4205522348	0.7090543103	-0.62659623	-0.156855462	-0.60287279	-0.784537186	0.6765608411	0.545140084	1.621632675	0.372840518	-0.517635739	-0.452619434	-0.413446518
t000234	1970/tv_com_1970_30.txt	1970	2	0	0	0	1	0	0	2	3	5	2	2	0	4	-1	0	0.0166669228	-0.5038347	-0.216491519	2.0394753401	-0.240756704	0.2971143266	1.2165329505	0.5892542682	-0.435479324	0.1332329968	-0.053061108	-0.764378445	-0.224540198	-0.438119049	-0.351336315	-0.999824299	-0.209406201	-0.185300852	-0.134776314	0.6375484476	-0.232648451	-0.070502361	0.4325983178
t000235	1970/tv_com_1970_31.txt	1970	4	0	3	0	0	0	0	0	1	23	2	-1	3	0	-3	0	1.1104856022	0.0990133347	1.3761757411	0.346909806	-0.069008192	0.451101285	-0.918505219	0.1113027918	-0.492779754	1.5587298493	1.1437683333	-0.730974414	-2.211144642	0.1061303238	-1.539623649	0.1600772159	0.3088529241	0.828871592	1.2599720372	-0.192032304	-1.140076417	0.2786158044	-1.229064434
t000236	1970/tv_com_1970_32.txt	1970	2	0	1	0	-1	0	-1	-1	2	11	3	1	2	1	5	3	-0.265976762	0.3021540366	0.0951118874	-0.829228081	-0.18640433	1.0793614745	-1.333617321	-0.605178099	0.5065322106	0.4960714712	1.0214922983	-0.46286765	0.3153271941	0.1192114565	-0.706255789	0.2632081758	0.1202777243	0.3991127539	0.5583020929	-0.646047866	0.0644614321	0.5992864655	-1.019936555
t000237	1970/tv_com_1970_33.txt	1970	1	0	1	0	-1	0	0	0	0	5	3	6	2	1	6	1	-0.20020431	0.4074144878	0.3916112058	-0.284557752	0.2167593878	0.5336078225	0.0176801737	0.0668998552	0.6072395818	-0.00143165	0.2004984364	0.6224106196	0.4415628452	-0.465309839	-0.658674824	0.1955656737	0.2035176359	0.2029914189	0.2960548211	0.1689264338	0.3291611165	0.0341489918	-0.320497325
t000238	1970/tv_com_1970_34.txt	1970	2	0	0	0	0	0	0	0	3	3	3	12	0	6	-1	0	-0.218760026	-0.136569982	-0.353446389	0.1024268087	0.068422302	0.0555743667	-0.220735989	-0.162053345	-0.097461589	-0.357762389	-1.197735251	0.4388820567	-0.695548233	0.3827205656	-0.021664458	-0.915703574	-0.158110808	-0.247166186	-0.77559082	0.2706544327	-0.313562966	0.2191474662	-0.121200224
t000239	1970/tv_com_1970_35.txt	1970	0	0	0	-2	1	0	0	0	4	4	0	16	0	3	1	-1	-0.888001374	-0.553561097	-0.25343776	0.0562490718	0.0461901941	-0.010587612	-0.707017868	1.7031258582	-0.339243817	-0.541390899	-0.613919369	1.9007836873	-0.709357833	0.1940788345	0.2957526701	-0.491997988	-0.613622596	-0.547475998	-0.433678565	0.9785163796	-0.331583819	0.0917456113	-0.205632599
t000240	1970/tv_com_1970_36.txt	1970	4	-1	0	0	0	0	1	0	1	1	-1	1	0	5	-1	-2	0.2892083818	-1.084622951	0.1458817324	-0.14647369	0.5245845634	-0.740444493	0.0812915548	-0.532639388	-1.002320027	-0.651388551	-0.073177659	-0.694331271	-0.060312765	-1.289053551	-0.514150891	-1.031344242	-0.356555823	-0.868005751	0.0363520367	-0.420402481	0.2321358992	-1.014749022	-0.216429668
t000241	1970/tv_com_1970_37.txt	1970	1	0	0	0	0	0	1	0	2	4	1	3	0	1	11	0	-0.306934806	0.1034294025	-0.146393781	-0.061058115	0.6090762461	-0.781985814	0.2347381601	0.2022328305	0.7051252861	-0.72597164	1.5667220804	0.613791757	0.8624115107	-0.966750916	0.1466134927	0.1041154793	0.1990952401	-0.311271119	0.7101641497	0.276366821	0.7357438784	-0.874368365	0.1906758264
t000242	1970/tv_com_1970_38.txt	1970	2	2	0	-1	-1	0	-1	0	3	4	1	1	1	5	4	-2	0.240386209	0.6141086054	-1.487819887	-0.555585904	-0.838881809	1.2752555769	-0.5007526	0.6875976666	-0.219222186	-0.648342122	0.5534729121	-0.642271692	-0.342028561	-1.108344454	0.2356453918	-0.377488164	0.0105820115	-0.017116758	-0.467173487	-0.598928798	-0.590455185	0.0834555615	-0.132553604
t000243	1970/tv_com_1970_39.txt	1970	3	-1	0	0	-1	2	0	0	0	1	2	12	0	7	3	3	0.1849797355	-0.94816147	-0.346307855	-0.147419519	1.9707096093	1.167979468	-0.357872704	-0.63695746	0.3671406536	-1.122745212	-0.919951637	0.3718871647	0.5208524391	0.8320444854	-0.606411639	-0.440926926	0.2760601946	-1.035453341	-0.633129746	0.1122338229	1.2457810242	1.0000119767	-0.482142172
t000244	1970/tv_com_1970_41.txt	1970	2	0	1	1	0	1	0	0	5	18	6	1	0	2	6	2	0.191475826	0.3879648696	0.0392143004	0.6664363126	1.0568986117	0.4155036749	-0.509756337	-0.628392707	1.1116959767	0.8550992097	1.7004985677	-0.674300252	-1.069809935	0.7203482065	0.0310499663	-0.135419214	0.6515859014	0.6215320397	0.8698564341	-0.00393197	-0.006455662	0.5679259407	-0.239353185
t000245	1970/tv_com_1970_42.txt	1970	3	-2	0	1	0	0	1	0	4	0	-1	5	1	5	-2	-2	-0.30724254	-1.010063629	0.7469186587	0.2083460159	0.9139557486	-0.824504576	0.3436814791	-1.311563542	-1.170968204	-0.540464015	-0.582257768	-0.242346796	-0.221780913	-0.999542733	0.1675966119	-0.854877536	-0.739105372	-0.775263822	0.0823304454	-0.01700039	0.3460874178	-0.912023655	0.2556390455
t000246	1970/tv_com_1970_43.txt	1970	1	-1	0	-3	0	2	0	1	1	6	-2	8	0	10	-3	3	-0.330505093	-1.88009556	-0.161825928	0.1997446356	1.7210012795	1.5291087465	-0.084260194	2.2366059676	-0.92714236	-1.345941878	-0.609750875	-0.901564821	-0.354504801	1.2142164858	-0.893853284	-0.642506134	-0.628823727	-1.613018719	-0.385788402	-0.350910093	0.6832482393	1.3716626162	-0.489056739
t000247	1970/tv_com_1970_44.txt	1970	3	0	1	0	0	0	0	1	-1	2	3	9	-1	5	4	5	0.477667817	-0.266315113	0.2872253642	0.8816245672	-0.146867828	0.4783995915	0.4191719817	0.1821454359	0.7304618994	-0.67255129	-0.435505398	0.1267472765	1.259477765	0.9713821385	-1.112667027	-0.611982912	0.6040648582	-0.469433202	-0.074140017	0.5041859219	0.5563049685	0.724890865	-0.346747523
t000248	1970/tv_com_1970_45.txt	1970	3	-1	0	0	-2	-1	2	0	5	5	5	2	1	5	-3	5	0.1802078965	-0.567784966	0.6762962071	-1.498232822	0.2533146143	-1.255782988	1.48453203	-0.47351228	-0.059161843	0.8087371937	-0.779692162	-1.729574523	0.6183046647	0.8959235149	-0.443864438	-0.955017297	0.0605230268	0.1204761139	-0.051697977	-1.613903673	0.4358096395	-0.179929737	0.520333796
t000249	1970/tv_com_1970_46.txt	1970	-2	0	4	0	0	0	0	0	2	10	-1	8	0	3	1	10	-0.434407224	1.6482204987	2.4590297884	0.6374406707	0.5249764312	0.5994157975	-0.684582341	1.296655687	-0.034942297	-0.129446103	0.4576897609	-0.202487572	1.7150678831	2.4410463978	-1.486277572	0.0082295725	-0.234674761	0.7593871979	1.4583597747	0.2174765494	1.1200221572	1.5202310977	-1.085429957
t000250	1970/tv_com_1970_47.txt	1970	4	0	0	0	-1	0	0	0	2	0	6	9	0	1	9	0	0.4500998998	-0.47998695	-0.46340184	-0.481022177	-0.089317581	0.3927058029	-0.006312025	-0.626047658	1.3421146187	-0.09277989	-0.07313379	1.1965244094	0.719129006	-0.661219583	0.2668128117	-0.383576804	0.8961072593	-0.28638342	-0.268267815	0.3577511162	0.3149057125	-0.13425689	0.1302503934
t000251	1970/tv_com_1970_48.txt	1970	2	0	2	-1	1	0	1	0	3	6	1	4	2	2	-3	6	0.4071719844	-0.143971974	0.9850913449	0.3183070414	0.4252611076	-0.724065961	-0.697422403	1.2754984676	-0.55979983	0.6989869039	-0.446092924	-0.752461009	1.1629688303	0.8871080775	-1.150702475	-0.342774213	-0.076313923	0.277507465	0.2694992105	-0.217076984	0.794114969	0.0815210583	-0.924062439
t000252	1970/tv_com_1970_49.txt	1970	0	0	0	0	0	-1	0	0	5	-1	3	7	0	2	-1	5	-0.980913171	0.3858987358	0.0379323777	0.0183396115	-0.619960262	-0.301408481	0.1582286203	0.132505956	-0.115404143	0.507756744	-0.896064434	-0.176368211	1.7082656852	0.54306273	-0.264236084	-1.021936128	-0.548158657	0.4468277399	-0.429066028	-0.0790143	0.5441527116	0.1208271245	-0.053003732
t000253	1970/tv_com_1970_50.txt	1970	1	1	1	0	-1	-1	1	0	2	10	1	1	3	0	-1	-1	0.142501808	1.0343234924	0.2420850645	-0.634847176	-0.422292858	-0.717301514	0.5857041792	0.4758067865	-0.660791356	0.85195041	0.3480970753	-0.196035408	-0.682228878	-0.938505478	-0.781605479	-0.071638567	-0.259144774	0.9431369512	0.2950910699	-0.415441292	-0.552260868	-0.827903496	-0.09795065
t000254	1970/tv_com_1970_51.txt	1970	1	0	0	1	-1	-1	-1	-1	2	9	-2	15	5	3	-1	5	-0.974027396	0.7586291758	-0.211654979	-0.732255382	-0.898939431	0.4509335402	-0.702762167	-1.375888501	-0.658415443	-0.221231711	-0.872080698	1.0996467759	0.1127899736	1.5360796987	-0.972236637	1.0701706754	-0.81622142	0.2686987324	-0.541867839	0.183695697	-0.393074729	0.9935066195	-0.837499402
t000255	1970/tv_com_1970_52.txt	1970	3	0	-1	0	-1	0	0	0	1	2	-3	3	4	5	3	7	-0.092380711	-0.484980753	-1.014626883	-0.552064683	-0.011517677	0.2616871071	0.2496033495	-0.662454661	-0.586755596	-0.964941134	0.0776752804	-0.984588187	2.2182786105	0.6763593213	-1.088589521	0.8119783898	-0.339568154	-0.724960944	-0.468475801	-0.768326435	1.1033804668	0.4690232142	-0.419493086
t000256	1970/tv_com_1970_53.txt	1970	3	-2	0	0	0	0	0	1	0	1	4	12	1	0	3	1	-0.363507445	-1.54440408	0.7002863497	0.7965283105	0.2417948008	0.4428176932	0.7180786113	-0.503330367	0.5464999266	0.2876074846	-0.928394802	1.5745616762	0.5860385719	-0.26596305	-0.716301479	-0.392109776	0.0914962408	-0.628398298	-0.114054226	1.1855449934	0.4139166864	0.0884273216	0.0008885661
t000257	1970/tv_com_1970_54.txt	1970	-2	0	4	1	0	-2	0	1	5	11	-1	-3	3	0	2	2	-0.61179075	2.0562154076	3.0324194404	1.3668129709	-1.2831698	0.0318885781	0.825191608	0.8364331127	-0.693814044	0.5985208236	1.4744645237	-0.920843838	0.3715109315	-0.494951416	-0.330722443	0.331747973	-0.652802397	1.3273681156	2.2534419821	0.2229845665	-0.455829434	-0.231531419	0.2472345825
t000258	1970/tv_com_1970_55.txt	1970	2	-1	0	0	2	0	0	0	-1	3	1	10	1	-2	4	0	-0.662140483	-0.85839031	0.0827930249	1.1525537253	0.2034411667	-0.579618015	-0.873007417	-0.133072067	0.1563629866	0.1408338985	-0.067075613	1.9231079368	0.5955548511	-0.79075953	-0.98207831	-0.124387729	-0.252888748	-0.358778206	0.0078587059	1.5378308311	0.3994980089	-0.685188773	-0.927542864
t000259	1970/tv_com_1970_56.txt	1970	1	0	0	1	0	-1	2	0	2	2	5	7	3	5	-2	1	-0.262483404	0.5842958207	0.229170004	-0.087883314	0.2634259674	-2.119426065	0.9951751968	-0.33191952	-0.037422237	0.3803238489	-1.624822427	-0.518384414	-0.182261311	-0.052826301	-0.470476904	-0.478478793	-0.149952821	0.4823098348	-0.697826212	-0.303133864	0.0405823282	-1.086126183	0.2623491464
t000260	1970/tv_com_1970_57.txt	1970	0	0	0	0	0	0	0	0	0	1	0	5	-1	5	2	-3	-0.815152436	0.3046338351	-0.201552388	0.1651377684	0.2603607383	0.0605160286	-0.080782203	0.1662169094	-0.423698019	-0.989301061	-0.024953252	0.2018797342	-0.371379875	-1.223341595	-0.350023675	-1.013303632	-0.619425228	-0.342333613	-0.11325282	0.1835087513	-0.055509568	-0.581412783	-0.215402939
t000261	1970/tv_com_1970_58.txt	1970	0	3	0	-1	0	-1	0	3	2	2	4	10	0	5	3	-1	0.3760740969	1.1802177763	-1.259050448	1.8020394148	-1.732664851	0.5626343917	2.5403174772	2.4838742444	0.4115928164	-0.462847738	-0.71434037	0.5618929498	-0.451009799	-0.239822004	0.0871050903	-0.726762935	0.3938334567	0.3586850192	-0.986695409	1.1819661823	-1.091837325	0.1614061939	1.3137112838
t000262	1970/tv_com_1970_59.txt	1970	4	-1	0	0	0	0	0	0	1	4	3	0	2	1	1	0	0.079186957	-1.104020428	0.0147761245	0.0483667135	0.0798998374	0.0995865189	-0.304205702	-0.732790436	-0.133592059	0.602922096	-0.022894244	-0.540751503	0.3363301897	-1.106799313	-0.776328996	-0.45068922	-0.027202551	-0.250549166	-0.00405906	-0.246192395	0.2081150136	-0.503606397	-0.540267349
t000263	1970/tv_com_1970_60.txt	1970	5	0	-1	1	0	0	0	0	1	7	2	5	3	6	0	4	0.431734896	-0.643767379	-1.203486023	0.2207757449	-0.147668671	-0.220812382	-0.108799231	-1.555593304	-0.10093791	-0.173348012	-0.554859053	-0.966061102	0.1873746605	0.8045605198	-0.974201729	0.1255224663	0.165398493	-0.408557696	-0.879172538	-0.372642679	0.0198529948	0.2918740689	-0.54150048
t000264	1970/tv_com_1970_62.txt	1970	2	0	1	0	2	0	1	-1	2	4	3	3	-1	9	3	0	-0.063336456	0.0475884392	0.2315074519	0.3433051904	0.6003694617	-1.626919844	-1.625756062	0.2022961706	0.2239098586	-1.038069581	0.0265986091	-1.219892242	-0.452311601	-0.010639704	-0.004865843	-0.950480797	0.0802867013	-0.495240571	0.1290530305	-0.438293526	0.0740289304	-0.818779774	-0.815310953
t000265	1970/tv_com_1970_63.txt	1970	1	0	2	0	-1	0	0	0	5	15	-1	3	0	1	5	0	0.0440800953	0.6330101993	1.0187832495	-0.182159766	0.234928702	0.6670973493	-0.168258307	0.2674419859	-0.177308452	-0.051442856	2.0582315076	0.3094466964	-0.83371483	-0.01604264	0.1151241046	0.0565418507	-0.066614178	0.2907836717	1.5385073786	0.0636434652	-0.299393064	0.3255273547	-0.026567101
t000266	1970/tv_com_1970_64.txt	1970	4	0	0	0	-2	-2	0	0	2	11	1	6	6	0	0	1	0.1910459457	-0.219670299	0.0575062416	-1.295356517	-1.815761028	0.010929881	0.8260873731	-0.829193622	-0.454101058	0.8179862651	-0.194705706	0.3659438672	-0.556415425	-0.19335904	-0.816287617	0.9675227809	-0.131527556	0.2991579831	-0.068599732	-0.464706325	-1.186088227	-0.09121458	0.0048998781
t000267	1970/tv_com_1970_65.txt	1970	3	0	0	1	-2	0	0	0	2	3	0	6	1	11	2	0	0.2245619208	0.2186058499	-0.340542878	-0.655591362	0.1308361862	0.6017650034	0.5539715764	-1.298229033	-0.367448468	-1.72038005	-0.396695762	-1.04547903	-0.586503099	0.1856923729	0.0722762704	-0.334998895	-0.071443274	-0.7508871	-0.36861932	-0.850535196	-0.227833456	0.3937286882	0.3131239234
t000268	1970/tv_com_1970_66.txt	1970	5	0	0	0	0	0	0	0	5	4	4	2	0	0	4	1	0.6758285903	-0.798375709	-0.581287391	0.0083603692	-0.219485352	0.0481618738	-0.430666669	-0.654458728	0.3599835663	0.6694498162	0.5502502433	-0.086280399	0.6918409602	-0.634390894	0.1889459282	-0.708837979	0.5179060783	-0.064462946	-0.015518574	-0.038960015	0.2361778041	-0.29311451	-0.12086037
t000269	1970/tv_com_1970_67.txt	1970	4	-1	0	-1	1	1	0	2	1	5	0	6	1	4	2	1	0.4801839285	-1.932754087	-0.092727183	1.8174000405	0.5610558359	0.8385357174	0.758123458	0.7528205762	-0.275435868	-0.540249499	0.0545505892	0.0766638158	0.1059364896	-0.106152512	-0.621976642	-0.230863745	0.1023740303	-1.236501793	-0.019088297	0.9470319282	0.3334961628	0.3661916027	0.068073408
t000270	1970/tv_com_1970_68.txt	1970	2	0	0	0	0	0	1	1	-1	7	0	14	-3	4	4	5	0.1452086309	-0.25191144	-0.132894071	0.6157416581	0.3756168016	-0.492650116	1.0605846124	0.3458894812	0.5045148766	-1.002324955	0.2357733091	1.3281064841	0.6595650263	1.662096895	-1.236077404	-0.64645862	0.3248617538	-0.627118198	0.0514396191	0.9719240711	0.517590914	0.5847233895	-0.087746396
t000271	1970/tv_com_1970_69.txt	1970	1	1	0	0	-1	1	0	1	2	0	5	3	1	1	8	0	0.1736646781	0.4920615694	-0.905715408	0.4593468077	0.7380048757	1.0048955206	0.8039471026	0.4503272921	0.9219938894	0.0492572377	0.2546478612	0.2039734156	0.991903077	-1.171542053	0.0857579029	-0.291695251	0.5478292838	0.2706594036	-0.325533773	0.3316601117	0.8649539764	-0.083323266	0.4448525028
t000272	1970/tv_com_1970_70.txt	1970	3	0	0	-1	-1	0	-2	0	2	3	1	5	2	3	-1	3	-0.268329867	-0.678384035	-0.654639466	-0.374799252	-0.97270381	2.2107233863	-0.843258601	-0.161622182	-0.467050962	0.1374719024	-0.582597006	-0.366576994	0.7768073345	0.0898124795	-0.807909542	-0.342977341	-0.367690415	-0.270456066	-0.618618236	-0.370688123	-0.097948238	1.1502679329	-0.825584072
t000273	1970/tv_com_1970_71.txt	1970	2	0	0	-1	-2	-3	0	0	3	7	1	4	1	3	-1	1	-0.571297911	-0.077405622	0.4439115972	-1.694257075	-2.594129587	-0.210568238	1.069123026	0.1659581253	-0.514302257	0.2183178202	-0.001479339	-0.348499665	-0.198516946	-0.072836562	-0.510003418	-0.547304779	-0.542800084	0.0704560991	0.2212161291	-1.02137837	-1.396323267	-0.1417024	0.279559804
t000274	1970/tv_com_1970_72.txt	1970	1	0	0	0	0	-1	1	0	3	3	2	7	1	9	3	0	-0.472695541	0.1846943033	0.093090985	-0.207856272	-0.271244754	-1.143910324	0.4737489835	0.1685218771	0.0349688624	-1.195907251	-0.440634903	-0.636796471	-0.503661135	0.1333346133	0.3065190115	-0.3584835	-0.218863339	-0.505606474	-0.173771959	-0.422326372	-0.387452945	-0.505287855	0.3901339975
t000275	1970/tv_com_1970_73.txt	1970	0	2	0	0	0	0	0	0	0	2	4	6	3	2	1	1	-0.21826158	1.3571270904	-1.241785417	0.1478360395	-0.146471205	-0.0373916	-0.193750352	0.6511505817	0.1610806087	0.401529866	-0.982490519	0.1009372013	0.399621734	-0.533128193	-0.871591022	-0.160849773	-0.028590486	0.8793284782	-1.112137968	0.1243866204	0.1265752645	-0.285259897	-0.532670687
t000276	1970/tv_com_1970_74.txt	1970	0	0	0	1	0	0	0	-1	0	5	1	5	4	1	-1	3	-0.968908957	0.81957681	-0.286025687	-0.228204123	0.4878369601	-0.366775229	-0.840676592	-0.842167314	-0.445337346	0.5180513758	-0.648387074	-0.044261029	0.6933482465	-0.10292696	-1.366867179	0.240812765	-0.707123152	0.6688140929	-0.467206381	-0.136232576	0.5905926033	-0.234851095	-1.103771886
t000277	1970/tv_com_1970_75.txt	1970	4	0	0	-1	1	0	0	0	-3	3	1	4	2	4	2	0	0.3049741587	-1.055764691	-0.552252352	0.2456405138	-0.247700683	-0.155955665	-0.850996484	0.3459929029	-0.137100259	-0.532018633	-0.361771007	-0.121350325	0.1819388776	-0.777212475	-1.364673911	-0.148077105	0.0839369499	-0.793891662	-0.45701168	0.0621450944	-0.032880903	-0.46658407	-1.107835198
t000278	1970/tv_com_1970_76.txt	1970	2	1	1	0	1	1	0	1	1	3	4	17	3	4	6	4	0.5712102594	0.3014816724	-0.438367466	1.5718653655	0.5918078648	0.4517680201	-0.160723774	0.7581824103	1.0303765393	-0.535167837	-1.163778421	1.489388591	0.5469247053	1.185317311	-0.328414911	0.6413757793	0.8007933994	-0.116843082	-0.801072944	1.5306269783	0.5693662851	0.8185426656	-0.244569343
t000279	1970/tv_com_1970_77.txt	1970	4	0	1	0	0	-1	0	-1	2	4	3	0	0	2	5	0	0.3022088246	-0.136174254	0.2718697092	-0.712839575	-0.848177594	-0.469608808	-1.203440779	-0.631284201	0.3254977403	0.0284544915	0.7321917683	-0.454288661	0.4767775287	-0.959048288	-0.24845065	-0.602896215	0.3138532825	-0.053859881	0.5020307388	-0.583564118	-0.185700033	-0.714328548	-0.725945715
t000280	1970/tv_com_1970_78.txt	1970	1	0	0	0	0	-1	0	0	3	8	4	0	0	2	1	-2	-0.682716965	0.1652968271	-0.038014623	-0.013015868	-0.71592948	-0.303879312	0.0882517271	-0.031629171	-0.000273198	0.6350571454	0.4785973593	-0.578660106	-0.833712946	-1.003594615	-0.189896228	-0.949281839	-0.341495082	0.4001769863	0.2202913682	-0.295837987	-0.774821213	-0.653736964	-0.05082225
t000281	1970/tv_com_1970_79.txt	1970	4	0	-1	0	-4	0	0	1	4	8	7	2	0	5	2	2	0.5771652703	-0.546961046	-0.875311522	-1.437478988	-0.142381461	1.5772420996	2.1385830551	-0.925970183	0.7605849829	0.5570249998	-0.02436879	-1.248638855	-0.349063522	0.4043438078	-0.070519746	-0.86608065	0.6688751266	0.0050319769	-0.449840156	-1.343058922	-0.245722492	0.9907929537	1.0340316546
t000282	1970/tv_com_1970_80.txt	1970	0	1	0	0	0	1	0	0	0	4	3	4	-1	5	-1	3	-0.350946274	0.749615562	-0.961153668	0.3032850609	0.9372657668	0.3734867244	-0.376277101	0.4423946989	0.0106387284	-0.038984673	-0.482507425	-0.79207012	0.4574247387	0.3966626331	-1.181442201	-1.164050261	-0.170153773	0.3553154445	-0.721830547	-0.24439253	0.6973452528	0.3850746788	-0.778859651
t000283	1970/tv_com_1970_81.txt	1970	5	0	0	1	-2	0	1	-1	6	5	2	13	0	4	-1	1	0.8770285246	-0.068461558	-0.450777981	-1.621297977	0.5210727024	-0.5350142	-0.096308299	-1.734140018	-0.261922664	-0.013731961	-0.772040029	0.8071700252	-0.53297595	0.717667141	0.3975466436	-0.76513772	0.3075529303	-0.04109676	-0.611409005	-0.407063976	-0.005951624	0.0913264705	0.1506191723
t000284	1970/tv_com_1970_83.txt	1970	2	0	2	0	2	0	0	-1	4	1	-2	8	1	6	0	-1	-0.029073476	0.2537866746	0.7275738878	0.6405435794	0.1738540499	-0.653399305	-2.197191799	0.2026872528	-0.995078808	-1.056417508	-0.405588662	0.1398983387	-0.185444354	-0.435111057	0.2760029412	-0.485169931	-0.512076142	-0.401315417	0.1609926129	0.3902209591	-0.005795152	-0.544255181	-0.960594429
t000285	1970/tv_com_1970_84.txt	1970	2	-2	0	-1	-1	1	0	0	0	4	-1	5	-1	1	-2	-3	-0.577613344	-1.55274533	0.4842670141	-0.569024693	1.2997878035	0.9929643317	-0.12832987	-0.048407676	-0.964847095	-0.027062516	0.0122419728	0.7178798135	-0.528018587	-1.31883668	-0.89887924	-1.205078012	-0.77123022	-0.789903923	0.2482544935	0.0744275602	0.3858846083	-0.162936174	-0.513604555
t000286	1970/tv_com_1970_85.txt	1970	6	0	3	1	0	0	1	0	1	8	3	2	-1	1	2	0	1.917090149	0.0574110346	1.360360759	0.4041718043	0.2737240935	-0.529356117	-0.537032792	-0.71740886	0.1739422791	0.451890082	0.6431188374	-0.055972791	-0.181430822	-0.534328034	-0.781339395	-0.919650847	1.0455162141	0.2546505583	1.0017397982	0.1740995067	0.0461466358	-0.531842076	-0.659186094
t000287	1970/tv_com_1970_86.txt	1970	3	-1	2	0	-1	0	0	0	5	7	-1	3	0	7	1	6	0.3420270779	-0.334440246	1.387005763	-0.236219861	0.2464062374	0.7111095015	-0.25172802	-0.303295105	-0.44473218	-0.720609886	0.5555976608	-1.42197278	0.92221549	1.3823381099	-0.27901037	-0.365781801	-0.051352551	-0.527525066	0.9713017119	-0.829096321	0.5843108637	1.0467238057	-0.265369195
