file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8
t000732	2020/tv_com_2020_13.txt	2020	2	0	0	0	0	-1	0	1	8	10	8	5	-1	9	6	-1
t000733	2020/tv_com_2020_14.txt	2020	3	1	2	0	-3	0	1	1	15	7	0	4	7	6	2	3
t000734	2020/tv_com_2020_15.txt	2020	0	-1	0	0	0	0	0	0	4	10	6	5	0	1	0	3
t000735	2020/tv_com_2020_16.txt	2020	0	-1	0	0	0	-1	-1	1	10	18	-2	1	2	3	0	0
t000736	2020/tv_com_2020_17.txt	2020	0	-1	-1	0	0	0	0	-1	3	3	1	1	7	2	3	0
t000737	2020/tv_com_2020_18.txt	2020	0	0	1	0	0	-4	1	1	23	3	-1	3	9	1	-6	-1
t000738	2020/tv_com_2020_19.txt	2020	1	0	0	0	0	0	0	2	7	7	7	6	4	3	2	0
t000739	2020/tv_com_2020_20.txt	2020	1	0	0	-1	0	1	0	0	9	5	3	1	7	0	0	2
t000740	2020/tv_com_2020_21.txt	2020	1	0	0	0	0	1	0	0	2	2	1	1	12	10	-1	-1
t000741	2020/tv_com_2020_22.txt	2020	-1	1	0	1	0	0	0	0	7	10	2	1	1	14	-1	0
t000742	2020/tv_com_2020_23.txt	2020	0	0	0	0	0	-1	0	2	5	1	3	0	-1	1	1	1
t000743	2020/tv_com_2020_24.txt	2020	2	0	0	0	0	0	0	0	0	5	1	6	5	2	5	1
t000744	2020/tv_com_2020_25.txt	2020	1	0	1	0	0	2	0	0	2	6	-1	0	3	4	-1	-1
t000745	2020/tv_com_2020_26.txt	2020	2	0	0	0	0	0	0	0	5	11	-6	4	9	5	2	2
t000746	2020/tv_com_2020_27.txt	2020	0	0	0	0	0	-1	0	0	1	3	2	1	3	2	-2	2
t000747	2020/tv_com_2020_28.txt	2020	-1	-1	0	0	0	1	-1	0	4	0	6	3	2	3	-1	3
t000748	2020/tv_com_2020_29.txt	2020	1	0	0	0	0	1	0	0	1	2	4	1	4	2	-1	1
t000749	2020/tv_com_2020_30.txt	2020	0	-1	0	0	0	0	0	0	1	4	4	2	6	5	-3	0
t000750	2020/tv_com_2020_31.txt	2020	1	-1	0	0	-2	0	0	0	27	12	-2	1	9	3	0	0
t000751	2020/tv_com_2020_33.txt	2020	2	0	0	0	-1	0	0	0	7	1	-2	7	6	4	-1	0
t000752	2020/tv_com_2020_34.txt	2020	1	0	0	0	0	0	0	0	-1	7	1	3	3	3	2	3
t000753	2020/tv_com_2020_35.txt	2020	-1	0	-1	-1	0	-1	0	0	5	1	0	4	0	3	1	0
t000754	2020/tv_com_2020_36.txt	2020	0	2	0	1	-1	0	1	0	9	10	7	0	3	0	-1	0
t000755	2020/tv_com_2020_37.txt	2020	0	0	-1	0	0	0	0	0	3	1	3	2	1	1	0	3
t000756	2020/tv_com_2020_38.txt	2020	0	0	0	0	0	0	1	1	5	3	3	1	10	1	-1	2
t000757	2020/tv_com_2020_39.txt	2020	2	0	0	-1	0	0	-1	0	7	2	4	9	3	2	3	3
t000758	2020/tv_com_2020_40.txt	2020	0	-1	0	0	0	0	0	0	4	6	0	2	2	2	0	0
t000759	2020/tv_com_2020_42.txt	2020	0	0	1	0	0	0	0	0	6	5	2	5	4	1	1	1
t000760	2020/tv_com_2020_43.txt	2020	0	0	0	0	0	0	0	0	5	1	4	1	-1	1	1	-1
t000761	2020/tv_com_2020_45.txt	2020	0	0	0	0	0	-1	0	0	8	8	8	7	1	5	-1	0
t000762	2020/tv_com_2020_46.txt	2020	0	0	0	0	0	-1	0	1	2	8	1	1	2	3	3	3
t000763	2020/tv_com_2020_47.txt	2020	2	0	1	0	-1	0	0	0	8	3	6	4	4	3	-3	0
t000764	2020/tv_com_2020_48.txt	2020	4	0	-1	0	0	1	0	0	14	5	8	16	13	-3	-3	3
t000765	2020/tv_com_2020_49.txt	2020	0	0	0	-2	0	-1	0	0	7	3	0	4	0	4	0	0
t000766	2020/tv_com_2020_50.txt	2020	1	-1	0	0	0	0	0	1	2	5	2	2	2	6	-6	1
t000767	2020/tv_com_2020_51.txt	2020	0	0	0	0	0	1	0	1	3	3	9	8	2	2	-3	2
t000768	2020/tv_com_2020_52.txt	2020	0	0	0	0	0	0	0	0	2	7	0	7	5	0	0	1
t000769	2020/tv_com_2020_53.txt	2020	-1	-1	0	0	0	0	0	0	6	4	1	7	5	4	-4	3
t000770	2020/tv_com_2020_54.txt	2020	1	0	-1	-1	0	-1	0	0	6	2	7	5	2	2	2	0
t000771	2020/tv_com_2020_55.txt	2020	-1	-1	0	0	0	0	0	-1	2	9	-2	1	6	3	1	0
t000772	2020/tv_com_2020_56.txt	2020	0	0	1	0	0	0	0	0	4	16	-4	5	6	0	4	1
t000773	2020/tv_com_2020_57.txt	2020	3	-2	0	0	0	0	0	0	2	3	4	3	6	4	0	1
t000774	2020/tv_com_2020_58.txt	2020	1	0	0	0	0	1	0	0	1	2	2	2	1	3	2	2
t000775	2020/tv_com_2020_59.txt	2020	0	0	0	0	-2	1	1	1	6	3	1	4	3	4	0	5
t000776	2020/tv_com_2020_61.txt	2020	4	0	1	-1	2	0	0	-1	5	2	7	1	0	2	0	2
t000777	2020/tv_com_2020_62.txt	2020	2	-1	0	0	0	0	2	0	6	9	4	3	2	2	0	2
t000778	2020/tv_com_2020_63.txt	2020	1	1	0	0	0	0	0	0	5	2	-1	3	4	2	0	1
t000779	2020/tv_com_2020_64.txt	2020	2	-1	1	0	0	2	0	0	5	3	2	0	1	6	2	2
t000780	2020/tv_com_2020_65.txt	2020	2	0	0	0	0	0	0	0	17	5	0	5	2	3	4	2
t000781	2020/tv_com_2020_66.txt	2020	-1	-1	2	1	0	-1	0	3	7	14	5	4	4	2	1	-1
t000782	2020/tv_com_2020_67.txt	2020	2	-1	0	-1	0	1	0	0	1	5	1	0	0	0	-1	2
t000783	2020/tv_com_2020_68.txt	2020	1	-3	1	0	-1	-1	0	0	24	10	2	1	1	1	-2	0
t000784	2020/tv_com_2020_69.txt	2020	1	0	0	0	0	0	0	0	8	11	7	-1	1	2	0	0
t000785	2020/tv_com_2020_70.txt	2020	0	-2	0	0	0	-1	0	0	6	12	3	1	16	2	-1	3
t000786	2020/tv_com_2020_71.txt	2020	2	0	3	0	1	0	0	1	3	5	2	0	5	-1	-3	0
t000787	2020/tv_com_2020_72.txt	2020	-1	1	0	0	0	-1	0	0	3	4	1	1	1	2	0	-1
t000788	2020/tv_com_2020_73.txt	2020	-1	0	0	0	0	0	0	2	2	1	1	2	2	1	2	2
t000789	2020/tv_com_2020_74.txt	2020	4	0	0	1	1	0	-1	0	21	4	-1	0	6	4	0	6
t000790	2020/tv_com_2020_75.txt	2020	1	2	0	-1	0	0	1	0	20	0	1	3	2	0	4	5
t000791	2020/tv_com_2020_76.txt	2020	1	0	0	0	0	0	1	0	13	18	-3	6	4	9	4	0
t000792	2020/tv_com_2020_77.txt	2020	4	0	1	0	0	0	2	1	7	13	2	1	10	0	2	1
t000793	2020/tv_com_2020_78.txt	2020	4	1	0	0	-1	0	0	0	31	6	5	5	-1	-2	2	7
t000794	2020/tv_com_2020_79.txt	2020	-1	0	0	0	1	0	0	0	3	3	5	0	3	1	0	3
t000795	2020/tv_com_2020_81.txt	2020	1	0	0	0	0	0	0	0	14	15	6	1	-1	3	1	0
t000796	2020/tv_com_2020_82.txt	2020	1	0	0	0	0	0	0	0	20	1	0	2	5	0	0	2
t000797	2020/tv_com_2020_83.txt	2020	-4	4	3	0	0	-1	0	1	21	2	1	0	-3	-1	4	9
t000798	2020/tv_com_2020_84.txt	2020	-3	2	0	0	0	0	0	-1	14	3	5	2	6	0	-2	8
t000799	2020/tv_com_2020_85.txt	2020	1	0	3	2	1	-1	0	0	3	5	5	1	5	0	1	0
t000800	2020/tv_com_2020_86.txt	2020	2	0	0	-1	0	0	0	0	4	5	0	4	5	9	1	2
t000801	2020/tv_com_2020_88.txt	2020	-2	2	0	0	0	0	0	0	23	2	4	4	4	3	3	4
t000802	2020/tv_com_2020_89.txt	2020	1	0	0	0	0	0	0	0	6	4	5	-1	4	5	0	-1
t000803	2020/tv_com_2020_90.txt	2020	-2	-1	2	0	-1	-1	-1	2	19	25	3	11	4	2	1	-2
t000804	2020/tv_com_2020_91.txt	2020	1	-1	1	0	1	-1	0	0	13	4	5	1	3	0	-1	1
t000805	2020/tv_com_2020_92.txt	2020	1	0	0	0	1	0	0	0	3	7	11	0	4	3	-3	2
t000806	2020/tv_com_2020_93.txt	2020	0	0	0	0	0	0	0	-1	7	13	-2	3	6	1	-1	1
t000807	2020/tv_com_2020_94.txt	2020	1	0	0	0	0	0	0	-1	15	5	-2	1	0	0	1	2
t000808	2020/tv_com_2020_95.txt	2020	0	0	0	-1	-1	1	0	0	10	16	12	4	13	5	-1	2
t000809	2020/tv_com_2020_96.txt	2020	1	2	2	0	1	-2	0	0	23	2	4	1	2	0	-2	2
t000810	2020/tv_com_2020_98.txt	2020	2	0	0	0	-1	-1	0	0	9	14	7	1	3	3	-5	0
t000811	2020/tv_com_2020_99.txt	2020	1	0	1	0	0	0	0	0	11	20	16	13	6	2	3	0
t000812	2020/tv_com_2020_101.txt	2020	0	0	0	0	-1	0	0	-1	5	0	0	0	2	13	2	3
t000813	2020/tv_com_2020_102.txt	2020	1	-1	0	0	0	0	0	1	12	13	4	4	4	5	3	2
t000814	2020/tv_com_2020_103.txt	2020	1	0	0	0	0	0	0	0	1	7	0	2	8	5	1	3
t000815	2020/tv_com_2020_104.txt	2020	-2	0	0	0	1	1	2	1	7	9	7	1	19	-1	0	-2
t000816	2020/tv_com_2020_107.txt	2020	-3	-1	0	1	0	0	0	0	19	7	14	0	4	3	4	5
t000817	2020/tv_com_2020_108.txt	2020	0	0	1	0	0	-1	0	0	6	5	14	0	3	3	-1	3
t000818	2020/tv_com_2020_109.txt	2020	3	0	0	0	-1	-1	0	0	19	1	0	2	4	2	-1	1
t000819	2020/tv_com_2020_113.txt	2020	3	1	0	0	0	0	0	-1	31	4	-2	4	6	0	4	10
t000820	2020/tv_com_2020_114.txt	2020	2	1	1	0	0	-1	0	0	5	17	3	4	8	2	2	3
t000821	2020/tv_com_2020_115.txt	2020	-1	0	0	0	0	0	0	0	2	8	8	3	7	1	-4	0
t000822	2020/tv_com_2020_116.txt	2020	0	0	0	0	0	0	0	0	8	9	1	2	8	3	1	10
t000823	2020/tv_com_2020_118.txt	2020	2	0	1	1	-1	0	0	1	13	3	0	3	0	0	1	0
t000824	2020/tv_com_2020_119.txt	2020	1	0	0	0	-1	-1	0	0	9	7	2	-3	5	3	2	-3
