Decade	Category	Commercial ID
1990	Personal, Public Transport & Travel	tv_com_1990_100
1990	Technology, Communication & Electronics	tv_com_1990_102
1990	Household, Cleaning & Home Care	tv_com_1990_103
1990	Household, Cleaning & Home Care	tv_com_1990_104
1990	Household, Cleaning & Home Care	tv_com_1990_105
1990	Household, Cleaning & Home Care	tv_com_1990_106
1990	Household, Cleaning & Home Care	tv_com_1990_107
1990	Household, Cleaning & Home Care	tv_com_1990_108
1990	Household, Cleaning & Home Care	tv_com_1990_109
1990	Household, Cleaning & Home Care	tv_com_1990_111
1990	Household, Cleaning & Home Care	tv_com_1990_112
1990	Household, Cleaning & Home Care	tv_com_1990_113
1990	Household, Cleaning & Home Care	tv_com_1990_114
1990	Household, Cleaning & Home Care	tv_com_1990_115
1990	Household, Cleaning & Home Care	tv_com_1990_116
1990	Household, Cleaning & Home Care	tv_com_1990_117
1990	Household, Cleaning & Home Care	tv_com_1990_118
1990	Household, Cleaning & Home Care	tv_com_1990_119
1990	Household, Cleaning & Home Care	tv_com_1990_120
2000	Food, Beverages & Nutrition	tv_com_2000_1
2000	Food, Beverages & Nutrition	tv_com_2000_2
2000	Food, Beverages & Nutrition	tv_com_2000_4
2000	Food, Beverages & Nutrition	tv_com_2000_5
2000	Food, Beverages & Nutrition	tv_com_2000_6
2000	Food, Beverages & Nutrition	tv_com_2000_7
2000	Food, Beverages & Nutrition	tv_com_2000_8
2000	Food, Beverages & Nutrition	tv_com_2000_9
2000	Food, Beverages & Nutrition	tv_com_2000_10
2000	Food, Beverages & Nutrition	tv_com_2000_11
2000	Food, Beverages & Nutrition	tv_com_2000_12
2000	Food, Beverages & Nutrition	tv_com_2000_13
2000	Food, Beverages & Nutrition	tv_com_2000_15
2000	Food, Beverages & Nutrition	tv_com_2000_16
2000	Food, Beverages & Nutrition	tv_com_2000_17
2000	Food, Beverages & Nutrition	tv_com_2000_18
2000	Food, Beverages & Nutrition	tv_com_2000_19
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_21
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_22
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_23
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_24
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_25
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_26
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_28
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_30
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_31
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_32
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_33
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_34
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_35
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_36
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_37
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_39
2000	Retail (Fashion & Consumer Goods) & Services	tv_com_2000_40
2000	Technology, Communication & Electronics	tv_com_2000_41
2000	Technology, Communication & Electronics	tv_com_2000_42
2000	Technology, Communication & Electronics	tv_com_2000_43
2000	Technology, Communication & Electronics	tv_com_2000_45
2000	Technology, Communication & Electronics	tv_com_2000_46
2000	Technology, Communication & Electronics	tv_com_2000_47
2000	Technology, Communication & Electronics	tv_com_2000_48
2000	Technology, Communication & Electronics	tv_com_2000_49
2000	Technology, Communication & Electronics	tv_com_2000_50
2000	Technology, Communication & Electronics	tv_com_2000_51
2000	Technology, Communication & Electronics	tv_com_2000_52
2000	Technology, Communication & Electronics	tv_com_2000_54
2000	Technology, Communication & Electronics	tv_com_2000_55
2000	Technology, Communication & Electronics	tv_com_2000_56
2000	Technology, Communication & Electronics	tv_com_2000_57
2000	Technology, Communication & Electronics	tv_com_2000_58
2000	Technology, Communication & Electronics	tv_com_2000_59
2000	Technology, Communication & Electronics	tv_com_2000_60
2000	Household, Cleaning & Home Care	tv_com_2000_61
2000	Household, Cleaning & Home Care	tv_com_2000_62
2000	Household, Cleaning & Home Care	tv_com_2000_63
2000	Household, Cleaning & Home Care	tv_com_2000_64
2000	Household, Cleaning & Home Care	tv_com_2000_65
2000	Household, Cleaning & Home Care	tv_com_2000_66
2000	Household, Cleaning & Home Care	tv_com_2000_67
2000	Household, Cleaning & Home Care	tv_com_2000_68
2000	Household, Cleaning & Home Care	tv_com_2000_69
2000	Household, Cleaning & Home Care	tv_com_2000_70
2000	Household, Cleaning & Home Care	tv_com_2000_72
2000	Household, Cleaning & Home Care	tv_com_2000_74
2000	Household, Cleaning & Home Care	tv_com_2000_75
2000	Household, Cleaning & Home Care	tv_com_2000_76
2000	Household, Cleaning & Home Care	tv_com_2000_77
2000	Household, Cleaning & Home Care	tv_com_2000_79
2000	Household, Cleaning & Home Care	tv_com_2000_80
2000	Health, Beauty & Personal Care	tv_com_2000_81
2000	Health, Beauty & Personal Care	tv_com_2000_82
2000	Health, Beauty & Personal Care	tv_com_2000_84
2000	Health, Beauty & Personal Care	tv_com_2000_85
2000	Health, Beauty & Personal Care	tv_com_2000_86
2000	Health, Beauty & Personal Care	tv_com_2000_87
2000	Health, Beauty & Personal Care	tv_com_2000_88
2000	Health, Beauty & Personal Care	tv_com_2000_89
2000	Health, Beauty & Personal Care	tv_com_2000_90
2000	Health, Beauty & Personal Care	tv_com_2000_91
2000	Health, Beauty & Personal Care	tv_com_2000_92
2000	Health, Beauty & Personal Care	tv_com_2000_93
2000	Health, Beauty & Personal Care	tv_com_2000_94
2000	Health, Beauty & Personal Care	tv_com_2000_95
2000	Health, Beauty & Personal Care	tv_com_2000_96
2000	Health, Beauty & Personal Care	tv_com_2000_97
2000	Health, Beauty & Personal Care	tv_com_2000_98
2000	Health, Beauty & Personal Care	tv_com_2000_99
2000	Health, Beauty & Personal Care	tv_com_2000_100
2000	Personal, Public Transport & Travel	tv_com_2000_101
2000	Personal, Public Transport & Travel	tv_com_2000_102
2000	Personal, Public Transport & Travel	tv_com_2000_103
2000	Personal, Public Transport & Travel	tv_com_2000_105
2000	Personal, Public Transport & Travel	tv_com_2000_106
2000	Transport (Personal & Public), Travel & Energy	tv_com_2000_107
2000	Personal, Public Transport & Travel	tv_com_2000_108
2000	Personal, Public Transport & Travel	tv_com_2000_109
2000	Personal, Public Transport & Travel	tv_com_2000_112
2000	Personal, Public Transport & Travel	tv_com_2000_113
2000	Personal, Public Transport & Travel	tv_com_2000_115
2000	Personal, Public Transport & Travel	tv_com_2000_116
2000	Personal, Public Transport & Travel	tv_com_2000_118
2000	Personal, Public Transport & Travel	tv_com_2000_119
2000	Personal, Public Transport & Travel	tv_com_2000_120
2010	Food, Beverages & Nutrition	tv_com_2010_2
2010	Food, Beverages & Nutrition	tv_com_2010_3
2010	Food, Beverages & Nutrition	tv_com_2010_4
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_5
2010	Household, Cleaning & Home Care	tv_com_2010_6
2010	Health, Beauty & Personal Care	tv_com_2010_8
2010	Technology, Communication & Electronics	tv_com_2010_9
2010	Technology, Communication & Electronics	tv_com_2010_10
2010	Technology, Communication & Electronics	tv_com_2010_11
2010	Personal, Public Transport & Travel & Energy	tv_com_2010_13
2010	Technology, Communication & Electronics	tv_com_2010_14
2010	Technology, Communication & Electronics	tv_com_2010_15
2010	Personal, Public Transport & Travel	tv_com_2010_16
2010	Personal, Public Transport & Travel	tv_com_2010_17
2010	Technology, Communication & Electronics	tv_com_2010_18
2010	Food, Beverages & Nutrition	tv_com_2010_19
2010	Technology, Communication & Electronics	tv_com_2010_20
2010	Technology, Communication & Electronics	tv_com_2010_22
2010	Personal, Public Transport & Travel	tv_com_2010_23
2010	Personal, Public Transport & Travel	tv_com_2010_24
2010	Technology, Communication & Electronics	tv_com_2010_25
2010	Personal, Public Transport & Travel	tv_com_2010_26
2010	Personal, Public Transport & Travel	tv_com_2010_27
2010	Household, Cleaning & Home Care	tv_com_2010_29
2010	Household, Cleaning & Home Care	tv_com_2010_30
2010	Household, Cleaning & Home Care	tv_com_2010_31
2010	Health, Beauty & Personal Care	tv_com_2010_32
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_35
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_36
2010	Personal, Public Transport & Travel	tv_com_2010_37
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_38
2010	Food, Beverages & Nutrition	tv_com_2010_39
2010	Health, Beauty & Personal Care	tv_com_2010_40
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_41
2010	Food, Beverages & Nutrition	tv_com_2010_42
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_43
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_45
2010	Technology, Communication & Electronics	tv_com_2010_47
2010	Food, Beverages & Nutrition	tv_com_2010_48
2010	Household, Cleaning & Home Care	tv_com_2010_49
2010	Food, Beverages & Nutrition	tv_com_2010_50
2010	Technology, Communication & Electronics	tv_com_2010_51
2010	Food, Beverages & Nutrition	tv_com_2010_52
2010	Personal, Public Transport & Travel	tv_com_2010_53
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_55
2010	Health, Beauty & Personal Care	tv_com_2010_56
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_57
2010	Technology, Communication & Electronics	tv_com_2010_58
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_59
2010	Health, Beauty & Personal Care	tv_com_2010_60
2010	Personal, Public Transport & Travel	tv_com_2010_61
2010	Food, Beverages & Nutrition	tv_com_2010_62
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_63
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_64
2010	Food, Beverages & Nutrition	tv_com_2010_65
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_66
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_68
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_69
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_70
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_71
2010	Food, Beverages & Nutrition	tv_com_2010_72
2010	Personal, Public Transport & Travel	tv_com_2010_75
2010	Household, Cleaning & Home Care	tv_com_2010_76
2010	Food, Beverages & Nutrition	tv_com_2010_77
2010	Personal, Public Transport & Travel	tv_com_2010_78
2010	Technology, Communication & Electronics	tv_com_2010_79
2010	Personal, Public Transport & Travel	tv_com_2010_80
2010	Health, Beauty & Personal Care	tv_com_2010_81
2010	Technology, Communication & Electronics	tv_com_2010_82
2010	Personal, Public Transport & Travel	tv_com_2010_83
2010	Food, Beverages & Nutrition	tv_com_2010_84
2010	Food, Beverages & Nutrition	tv_com_2010_85
2010	Food, Beverages & Nutrition	tv_com_2010_87
2010	Household, Cleaning & Home Care	tv_com_2010_88
2010	Technology, Communication & Electronics	tv_com_2010_90
2010	Retail (Fashion & Consumer Goods) & Services	tv_com_2010_91
2010	Technology, Communication & Electronics	tv_com_2010_92
2010	Personal, Public Transport & Travel	tv_com_2010_93
2010	Technology, Communication & Electronics	tv_com_2010_94
2010	Personal, Public Transport & Travel	tv_com_2010_95
2010	Health, Beauty & Personal Care	tv_com_2010_96
2010	Health, Beauty & Personal Care	tv_com_2010_97
2010	Personal, Public Transport & Travel	tv_com_2010_98
2010	Food, Beverages & Nutrition	tv_com_2010_99
2010	Health, Beauty & Personal Care	tv_com_2010_100
2010	Health, Beauty & Personal Care	tv_com_2010_102
2010	Household, Cleaning & Home Care	tv_com_2010_103
2010	Household, Cleaning & Home Care	tv_com_2010_104
2010	Health, Beauty & Personal Care	tv_com_2010_105
2010	Household, Cleaning & Home Care	tv_com_2010_107
2010	Household, Cleaning & Home Care	tv_com_2010_108
2010	Household, Cleaning & Home Care	tv_com_2010_109
2010	Household, Cleaning & Home Care	tv_com_2010_110
2010	Household, Cleaning & Home Care	tv_com_2010_111
2010	Household, Cleaning & Home Care	tv_com_2010_112
2010	Health, Beauty & Personal Care	tv_com_2010_113
2010	Health, Beauty & Personal Care	tv_com_2010_114
2010	Health, Beauty & Personal Care	tv_com_2010_115
2010	Health, Beauty & Personal Care	tv_com_2010_116
2010	Household, Cleaning & Home Care	tv_com_2010_117
2010	Household, Cleaning & Home Care	tv_com_2010_118
2010	Health, Beauty & Personal Care	tv_com_2010_119
2010	Household, Cleaning & Home Care	tv_com_2010_120
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_1
2020	Household, Cleaning & Home Care	tv_com_2020_2
2020	Household, Cleaning & Home Care	tv_com_2020_3
2020	Household, Cleaning & Home Care	tv_com_2020_4
2020	Household, Cleaning & Home Care	tv_com_2020_5
2020	Food, Beverages & Nutrition	tv_com_2020_6
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_7
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_8
2020	Food, Beverages & Nutrition	tv_com_2020_10
2020	Household, Cleaning & Home Care	tv_com_2020_12
2020	Food, Beverages & Nutrition	tv_com_2020_13
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_14
2020	Health, Beauty & Personal Care	tv_com_2020_15
2020	Household, Cleaning & Home Care	tv_com_2020_16
2020	Food, Beverages & Nutrition	tv_com_2020_17
2020	Food, Beverages & Nutrition	tv_com_2020_18
2020	Food, Beverages & Nutrition	tv_com_2020_19
2020	Health, Beauty & Personal Care	tv_com_2020_20
2020	Household, Cleaning & Home Care	tv_com_2020_21
2020	Household, Cleaning & Home Care	tv_com_2020_22
2020	Food, Beverages & Nutrition	tv_com_2020_23
2020	Food, Beverages & Nutrition	tv_com_2020_24
2020	Health, Beauty & Personal Care	tv_com_2020_25
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_26
2020	Health, Beauty & Personal Care	tv_com_2020_27
2020	Health, Beauty & Personal Care	tv_com_2020_28
2020	Health, Beauty & Personal Care	tv_com_2020_29
2020	Health, Beauty & Personal Care	tv_com_2020_30
2020	Personal, Public Transport & Travel	tv_com_2020_31
2020	Health, Beauty & Personal Care	tv_com_2020_33
2020	Household, Cleaning & Home Care	tv_com_2020_34
2020	Food, Beverages & Nutrition	tv_com_2020_35
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_36
2020	Food, Beverages & Nutrition	tv_com_2020_37
2020	Food, Beverages & Nutrition	tv_com_2020_38
2020	Food, Beverages & Nutrition	tv_com_2020_39
2020	Food, Beverages & Nutrition	tv_com_2020_40
2020	Food, Beverages & Nutrition	tv_com_2020_42
2020	Food, Beverages & Nutrition	tv_com_2020_43
2020	Health, Beauty & Personal Care	tv_com_2020_45
2020	Household, Cleaning & Home Care	tv_com_2020_46
2020	Health, Beauty & Personal Care	tv_com_2020_47
2020	Food, Beverages & Nutrition	tv_com_2020_48
2020	Food, Beverages & Nutrition	tv_com_2020_49
2020	Health, Beauty & Personal Care	tv_com_2020_50
2020	Health, Beauty & Personal Care	tv_com_2020_51
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_52
2020	Health, Beauty & Personal Care	tv_com_2020_53
2020	Food, Beverages & Nutrition	tv_com_2020_54
2020	Health, Beauty & Personal Care	tv_com_2020_55
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_56
2020	Health, Beauty & Personal Care	tv_com_2020_57
2020	Health, Beauty & Personal Care	tv_com_2020_58
2020	Health, Beauty & Personal Care	tv_com_2020_59
2020	Health, Beauty & Personal Care	tv_com_2020_61
2020	Household, Cleaning & Home Care	tv_com_2020_62
2020	Household, Cleaning & Home Care	tv_com_2020_63
2020	Household, Cleaning & Home Care	tv_com_2020_64
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_65
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_66
2020	Technology, Communication & Electronics	tv_com_2020_67
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_68
2020	Technology, Communication & Electronics	tv_com_2020_69
2020	Technology, Communication & Electronics	tv_com_2020_70
2020	Technology, Communication & Electronics	tv_com_2020_71
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_72
2020	Technology, Communication & Electronics	tv_com_2020_73
2020	Personal, Public Transport & Travel	tv_com_2020_74
2020	Personal, Public Transport & Travel	tv_com_2020_75
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_76
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_77
2020	Personal, Public Transport & Travel	tv_com_2020_78
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_79
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_81
2020	Technology, Communication & Electronics	tv_com_2020_82
2020	Personal, Public Transport & Travel	tv_com_2020_83
2020	Personal, Public Transport & Travel	tv_com_2020_84
2020	Technology, Communication & Electronics	tv_com_2020_85
2020	Household, Cleaning & Home Care	tv_com_2020_86
2020	Personal, Public Transport & Travel	tv_com_2020_88
2020	Food, Beverages & Nutrition	tv_com_2020_89
2020	Technology, Communication & Electronics	tv_com_2020_90
2020	Personal, Public Transport & Travel	tv_com_2020_91
2020	Technology, Communication & Electronics	tv_com_2020_92
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_93
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_94
2020	Retail (Fashion & Consumer Goods) & Services	tv_com_2020_95
2020	Personal, Public Transport & Travel	tv_com_2020_96
2020	Health, Beauty & Personal Care	tv_com_2020_98
2020	Technology, Communication & Electronics	tv_com_2020_99
2020	Household, Cleaning & Home Care	tv_com_2020_101
2020	Household, Cleaning & Home Care	tv_com_2020_102
2020	Household, Cleaning & Home Care	tv_com_2020_103
2020	Technology, Communication & Electronics	tv_com_2020_104
2020	Personal, Public Transport & Travel	tv_com_2020_107
2020	Technology, Communication & Electronics	tv_com_2020_108
2020	Personal, Public Transport & Travel	tv_com_2020_109
2020	Personal, Public Transport & Travel	tv_com_2020_113
2020	Technology, Communication & Electronics	tv_com_2020_114
2020	Technology, Communication & Electronics	tv_com_2020_115
2020	Technology, Communication & Electronics	tv_com_2020_116
2020	Personal, Public Transport & Travel	tv_com_2020_118
2020	Personal, Public Transport & Travel	tv_com_2020_119
